#Temps  x  y  z  vx  vy  vz  ax  ay  az
97.826000  0.182334  0.007723  -0.084745  11.806700  0.333090  -5.428120  0.140000  0.370000  -0.150000
97.827000  0.182334  0.007724  -0.084745  11.806840  0.333460  -5.428270  0.140000  0.370000  -0.150000
97.828000  0.182334  0.007724  -0.084745  11.806980  0.333830  -5.428420  0.140000  0.370000  -0.150000
97.863000  0.182402  0.007944  -0.084831  11.810830  0.346430  -5.433320  0.110000  0.360000  -0.140000
97.863000  0.182402  0.007944  -0.084831  11.810830  0.346430  -5.433320  0.110000  0.360000  -0.140000
97.883000  0.182424  0.008016  -0.084859  11.813030  0.353630  -5.436120  0.110000  0.360000  -0.140000
97.883000  0.182424  0.008016  -0.084859  11.813030  0.353630  -5.436120  0.110000  0.360000  -0.140000
97.884000  0.182424  0.008017  -0.084859  11.813140  0.353990  -5.436260  0.110000  0.360000  -0.140000
97.903000  0.182572  0.008125  -0.084859  11.828720  0.365390  -5.436260  0.820000  0.600000  0.000000
97.904000  0.182572  0.008125  -0.084859  11.829540  0.365990  -5.436260  0.820000  0.600000  0.000000
97.942000  0.182738  0.007836  -0.085126  11.838280  0.350790  -5.450320  0.230000  -0.400000  -0.370000
97.943000  0.182738  0.007836  -0.085126  11.838510  0.350390  -5.450690  0.230000  -0.400000  -0.370000
97.943000  0.182738  0.007836  -0.085126  11.838510  0.350390  -5.450690  0.230000  -0.400000  -0.370000
97.943000  0.182738  0.007836  -0.085126  11.838510  0.350390  -5.450690  0.230000  -0.400000  -0.370000
97.944000  0.182738  0.007836  -0.085126  11.838740  0.349990  -5.451060  0.230000  -0.400000  -0.370000
97.982000  0.182912  0.007583  -0.085393  11.847860  0.336690  -5.465120  0.240000  -0.350000  -0.370000
97.984000  0.182912  0.007583  -0.085394  11.848340  0.335990  -5.465860  0.240000  -0.350000  -0.370000
98.001000  0.182947  0.007532  -0.085448  11.852420  0.330040  -5.472150  0.240000  -0.350000  -0.370000
98.002000  0.182947  0.007532  -0.085448  11.852660  0.329690  -5.472520  0.240000  -0.350000  -0.370000
98.003000  0.182947  0.007532  -0.085448  11.852900  0.329340  -5.472890  0.240000  -0.350000  -0.370000
98.022000  0.182971  0.007391  -0.085450  11.855370  0.314520  -5.473080  0.130000  -0.780000  -0.010000
98.023000  0.182971  0.007390  -0.085450  11.855500  0.313740  -5.473090  0.130000  -0.780000  -0.010000
98.061000  0.183028  0.006943  -0.085392  11.858540  0.290180  -5.470050  0.080000  -0.620000  0.080000
98.062000  0.183029  0.006942  -0.085392  11.858620  0.289560  -5.469970  0.080000  -0.620000  0.080000
98.063000  0.183029  0.006942  -0.085392  11.858700  0.288940  -5.469890  0.080000  -0.620000  0.080000
98.064000  0.183029  0.006942  -0.085392  11.858780  0.288320  -5.469810  0.080000  -0.620000  0.080000
98.064000  0.183029  0.006942  -0.085392  11.858780  0.288320  -5.469810  0.080000  -0.620000  0.080000
98.100000  0.183093  0.006566  -0.085347  11.862380  0.267440  -5.467290  0.100000  -0.580000  0.070000
98.100000  0.183093  0.006566  -0.085347  11.862380  0.267440  -5.467290  0.100000  -0.580000  0.070000
98.120000  0.183113  0.006450  -0.085333  11.864380  0.255840  -5.465890  0.100000  -0.580000  0.070000
98.121000  0.183113  0.006450  -0.085333  11.864480  0.255260  -5.465820  0.100000  -0.580000  0.070000
98.121000  0.183113  0.006450  -0.085333  11.864480  0.255260  -5.465820  0.100000  -0.580000  0.070000
98.139000  0.183079  0.006388  -0.085363  11.860700  0.248420  -5.469240  -0.210000  -0.380000  -0.190000
98.140000  0.183079  0.006388  -0.085363  11.860490  0.248040  -5.469430  -0.210000  -0.380000  -0.190000
98.178000  0.182740  0.006489  -0.085284  11.842630  0.253360  -5.465250  -0.470000  0.140000  0.110000
98.179000  0.182740  0.006489  -0.085284  11.842160  0.253500  -5.465140  -0.470000  0.140000  0.110000
98.179000  0.182740  0.006489  -0.085284  11.842160  0.253500  -5.465140  -0.470000  0.140000  0.110000
98.180000  0.182739  0.006489  -0.085284  11.841690  0.253640  -5.465030  -0.470000  0.140000  0.110000
98.180000  0.182739  0.006489  -0.085284  11.841690  0.253640  -5.465030  -0.470000  0.140000  0.110000
98.218000  0.182407  0.006583  -0.085212  11.824210  0.258580  -5.461230  -0.460000  0.130000  0.100000
98.219000  0.182407  0.006583  -0.085212  11.823750  0.258710  -5.461130  -0.460000  0.130000  0.100000
98.238000  0.182324  0.006607  -0.085194  11.815010  0.261180  -5.459230  -0.460000  0.130000  0.100000
98.239000  0.182324  0.006607  -0.085194  11.814550  0.261310  -5.459130  -0.460000  0.130000  0.100000
98.240000  0.182324  0.006607  -0.085193  11.814090  0.261440  -5.459030  -0.460000  0.130000  0.100000
98.258000  0.182223  0.006694  -0.085182  11.802930  0.271160  -5.457770  -0.620000  0.540000  0.070000
98.260000  0.182222  0.006695  -0.085182  11.801690  0.272240  -5.457630  -0.620000  0.540000  0.070000
98.297000  0.181798  0.007065  -0.085134  11.778750  0.292220  -5.455040  -0.620000  0.540000  0.070000
98.298000  0.181797  0.007065  -0.085134  11.778130  0.292760  -5.454970  -0.620000  0.540000  0.070000
98.299000  0.181797  0.007065  -0.085134  11.777510  0.293300  -5.454900  -0.620000  0.540000  0.070000
98.300000  0.181797  0.007066  -0.085134  11.776890  0.293840  -5.454830  -0.620000  0.540000  0.070000
98.300000  0.181797  0.007066  -0.085134  11.776890  0.293840  -5.454830  -0.540000  0.570000  0.140000
98.337000  0.181441  0.007435  -0.085038  11.757650  0.313820  -5.449650  -0.520000  0.540000  0.140000
98.338000  0.181440  0.007436  -0.085038  11.757130  0.314360  -5.449510  -0.520000  0.540000  0.140000
98.357000  0.181347  0.007533  -0.085013  11.747250  0.324620  -5.446850  -0.520000  0.540000  0.140000
98.357000  0.181347  0.007533  -0.085013  11.747250  0.324620  -5.446850  -0.520000  0.540000  0.140000
98.358000  0.181346  0.007533  -0.085013  11.746730  0.325160  -5.446710  -0.520000  0.540000  0.140000
98.376000  0.181262  0.007621  -0.084990  11.737370  0.334880  -5.444190  -0.520000  0.540000  0.140000
98.377000  0.181262  0.007621  -0.084990  11.736660  0.335060  -5.444120  -0.710000  0.180000  0.070000
98.426000  0.180301  0.007741  -0.084654  11.697460  0.339960  -5.430400  -0.800000  0.100000  0.280000
98.427000  0.180301  0.007741  -0.084654  11.696660  0.340060  -5.430120  -0.800000  0.100000  0.280000
98.428000  0.180301  0.007741  -0.084654  11.695860  0.340160  -5.429840  -0.800000  0.100000  0.280000
98.430000  0.180299  0.007741  -0.084653  11.694260  0.340360  -5.429280  -0.800000  0.100000  0.280000
98.431000  0.180299  0.007741  -0.084653  11.693460  0.340460  -5.429000  -0.800000  0.100000  0.280000
98.460000  0.179962  0.007783  -0.084535  11.670260  0.343360  -5.420880  -0.800000  0.100000  0.280000
98.460000  0.179962  0.007783  -0.084535  11.670260  0.343360  -5.420880  -0.780000  0.110000  0.270000
98.475000  0.179874  0.007796  -0.084505  11.658560  0.345010  -5.416830  -0.780000  0.110000  0.270000
98.475000  0.179874  0.007796  -0.084505  11.658560  0.345010  -5.416830  -0.780000  0.110000  0.270000
98.476000  0.179874  0.007796  -0.084505  11.657780  0.345120  -5.416560  -0.780000  0.110000  0.270000
98.495000  0.179818  0.007713  -0.084476  11.651890  0.336380  -5.413520  -0.310000  -0.460000  0.160000
98.497000  0.179817  0.007712  -0.084475  11.651270  0.335460  -5.413200  -0.310000  -0.460000  0.160000
98.541000  0.179556  0.007596  -0.084350  11.639390  0.330180  -5.407480  -0.270000  -0.120000  0.130000
98.542000  0.179556  0.007596  -0.084350  11.639120  0.330060  -5.407350  -0.270000  -0.120000  0.130000
98.543000  0.179556  0.007596  -0.084349  11.638850  0.329940  -5.407220  -0.270000  -0.120000  0.130000
98.544000  0.179556  0.007596  -0.084349  11.638580  0.329820  -5.407090  -0.270000  -0.120000  0.130000
98.545000  0.179556  0.007595  -0.084349  11.638310  0.329700  -5.406960  -0.270000  -0.120000  0.130000
98.578000  0.179409  0.007530  -0.084279  11.629400  0.325740  -5.402670  -0.270000  -0.120000  0.130000
98.579000  0.179408  0.007530  -0.084278  11.629130  0.325610  -5.402540  -0.270000  -0.130000  0.130000
98.593000  0.179382  0.007517  -0.084266  11.625350  0.323790  -5.400720  -0.270000  -0.130000  0.130000
98.593000  0.179382  0.007517  -0.084266  11.625350  0.323790  -5.400720  -0.270000  -0.130000  0.130000
98.594000  0.179382  0.007517  -0.084266  11.625080  0.323660  -5.400590  -0.270000  -0.130000  0.130000
98.613000  0.179333  0.007494  -0.084242  11.619950  0.321190  -5.398120  -0.270000  -0.130000  0.130000
98.614000  0.179333  0.007494  -0.084242  11.619970  0.321090  -5.398210  0.020000  -0.100000  -0.090000
98.653000  0.179516  0.007745  -0.084334  11.629330  0.333960  -5.402890  0.240000  0.330000  -0.120000
98.654000  0.179516  0.007745  -0.084334  11.629570  0.334290  -5.403010  0.240000  0.330000  -0.120000
98.655000  0.179516  0.007745  -0.084334  11.629810  0.334620  -5.403130  0.240000  0.330000  -0.120000
98.656000  0.179516  0.007745  -0.084334  11.630050  0.334950  -5.403250  0.240000  0.330000  -0.120000
98.656000  0.179516  0.007745  -0.084334  11.630050  0.334950  -5.403250  0.240000  0.330000  -0.120000
98.692000  0.179658  0.007933  -0.084405  11.637970  0.345390  -5.407210  0.220000  0.290000  -0.110000
98.693000  0.179659  0.007933  -0.084405  11.638190  0.345680  -5.407320  0.220000  0.290000  -0.110000
98.713000  0.179703  0.007991  -0.084427  11.642590  0.351480  -5.409520  0.220000  0.290000  -0.110000
98.714000  0.179703  0.007991  -0.084427  11.642810  0.351770  -5.409630  0.220000  0.290000  -0.110000
98.714000  0.179703  0.007991  -0.084427  11.642810  0.351770  -5.409630  0.220000  0.290000  -0.110000
98.732000  0.179738  0.008038  -0.084445  11.646770  0.356990  -5.411610  0.220000  0.290000  -0.110000
98.732000  0.179738  0.008038  -0.084445  11.646770  0.356990  -5.411610  0.540000  0.120000  -0.110000
98.772000  0.180170  0.008134  -0.084533  11.668370  0.361790  -5.416010  0.540000  0.120000  -0.110000
98.774000  0.180171  0.008135  -0.084533  11.669450  0.362030  -5.416230  0.540000  0.120000  -0.110000
98.774000  0.180171  0.008135  -0.084533  11.669450  0.362030  -5.416230  0.540000  0.120000  -0.110000
98.775000  0.180172  0.008135  -0.084533  11.669990  0.362150  -5.416340  0.540000  0.120000  -0.110000
98.775000  0.180172  0.008135  -0.084533  11.669990  0.362150  -5.416340  0.260000  -0.300000  -0.210000
98.811000  0.180340  0.007940  -0.084669  11.679350  0.351350  -5.423900  0.260000  -0.300000  -0.210000
98.812000  0.180340  0.007940  -0.084669  11.679610  0.351060  -5.424110  0.260000  -0.290000  -0.210000
98.837000  0.180422  0.007850  -0.084735  11.686110  0.343810  -5.429360  0.260000  -0.290000  -0.210000
98.838000  0.180422  0.007849  -0.084735  11.686370  0.343520  -5.429570  0.260000  -0.290000  -0.210000
98.838000  0.180422  0.007849  -0.084735  11.686370  0.343520  -5.429570  0.260000  -0.290000  -0.210000
98.850000  0.180420  0.007814  -0.084740  11.686130  0.337640  -5.430410  -0.020000  -0.490000  -0.070000
98.851000  0.180420  0.007814  -0.084740  11.686110  0.337150  -5.430480  -0.020000  -0.490000  -0.070000
98.890000  0.180405  0.007441  -0.084793  11.685330  0.318040  -5.433210  -0.020000  -0.490000  -0.070000
98.892000  0.180405  0.007440  -0.084794  11.685290  0.317060  -5.433350  -0.020000  -0.490000  -0.070000
98.892000  0.180405  0.007440  -0.084794  11.685290  0.317060  -5.433350  -0.020000  -0.490000  -0.070000
98.893000  0.180405  0.007440  -0.084794  11.685270  0.316570  -5.433420  -0.020000  -0.490000  -0.070000
98.894000  0.180405  0.007440  -0.084794  11.685180  0.316380  -5.433440  -0.090000  -0.190000  -0.020000
98.930000  0.180353  0.007330  -0.084807  11.682300  0.310260  -5.434160  -0.080000  -0.170000  -0.020000
98.932000  0.180353  0.007329  -0.084807  11.682140  0.309920  -5.434200  -0.080000  -0.170000  -0.020000
98.973000  0.180286  0.007186  -0.084823  11.678860  0.302950  -5.435020  -0.080000  -0.170000  -0.020000
98.974000  0.180286  0.007186  -0.084823  11.678780  0.302780  -5.435040  -0.080000  -0.170000  -0.020000
98.974000  0.180286  0.007186  -0.084823  11.678780  0.302780  -5.435040  -0.080000  -0.170000  -0.020000
98.974000  0.180286  0.007186  -0.084823  11.678780  0.302780  -5.435040  -0.080000  -0.170000  -0.020000
98.975000  0.180286  0.007186  -0.084823  11.678490  0.302390  -5.435080  -0.290000  -0.390000  -0.040000
99.009000  0.179927  0.007227  -0.084725  11.657410  0.304770  -5.429300  -0.620000  0.070000  0.170000
99.011000  0.179926  0.007227  -0.084725  11.656170  0.304910  -5.428960  -0.620000  0.070000  0.170000
99.011000  0.179926  0.007227  -0.084725  11.656170  0.304910  -5.428960  -0.620000  0.070000  0.170000
99.012000  0.179926  0.007227  -0.084725  11.655550  0.304980  -5.428790  -0.620000  0.070000  0.170000
99.013000  0.179925  0.007227  -0.084725  11.654930  0.305050  -5.428620  -0.620000  0.070000  0.170000
99.057000  0.179325  0.007275  -0.084560  11.627650  0.307250  -5.421140  -0.620000  0.050000  0.170000
99.058000  0.179325  0.007275  -0.084560  11.627030  0.307300  -5.420970  -0.620000  0.050000  0.170000
99.101000  0.178752  0.007322  -0.084403  11.600370  0.309450  -5.413660  -0.620000  0.050000  0.170000
99.102000  0.178751  0.007322  -0.084403  11.599750  0.309500  -5.413490  -0.620000  0.050000  0.170000
99.102000  0.178751  0.007322  -0.084403  11.599750  0.309500  -5.413490  -0.620000  0.050000  0.170000
99.103000  0.178751  0.007322  -0.084403  11.599130  0.309550  -5.413320  -0.620000  0.050000  0.170000
99.103000  0.178751  0.007322  -0.084403  11.599130  0.309550  -5.413320  -0.340000  0.140000  -0.000000
99.127000  0.178653  0.007362  -0.084403  11.590970  0.312910  -5.413320  -0.340000  0.140000  -0.000000
99.128000  0.178653  0.007362  -0.084403  11.590630  0.313050  -5.413320  -0.340000  0.140000  -0.000000
99.128000  0.178653  0.007362  -0.084403  11.590630  0.313050  -5.413320  -0.340000  0.140000  -0.000000
99.128000  0.178653  0.007362  -0.084403  11.590630  0.313050  -5.413320  -0.340000  0.140000  -0.000000
99.129000  0.178653  0.007362  -0.084403  11.590300  0.313860  -5.413090  -0.330000  0.810000  0.230000
99.172000  0.178348  0.008111  -0.084190  11.576110  0.348690  -5.403200  -0.330000  0.810000  0.230000
99.174000  0.178347  0.008113  -0.084189  11.575470  0.350230  -5.402740  -0.320000  0.770000  0.230000
99.204000  0.178203  0.008459  -0.084086  11.565870  0.373330  -5.395840  -0.320000  0.770000  0.230000
99.205000  0.178203  0.008460  -0.084086  11.565550  0.374100  -5.395610  -0.320000  0.770000  0.230000
99.206000  0.178203  0.008460  -0.084086  11.565230  0.374870  -5.395380  -0.320000  0.770000  0.230000
99.209000  0.178201  0.008461  -0.084086  11.564300  0.375500  -5.395830  -0.310000  0.210000  -0.150000
99.209000  0.178201  0.008461  -0.084086  11.564300  0.375500  -5.395830  -0.310000  0.210000  -0.150000
99.245000  0.177929  0.008500  -0.084048  11.549180  0.377660  -5.393670  -0.420000  0.060000  0.060000
99.246000  0.177929  0.008500  -0.084048  11.548760  0.377720  -5.393610  -0.420000  0.060000  0.060000
99.247000  0.177929  0.008500  -0.084047  11.548340  0.377780  -5.393550  -0.420000  0.060000  0.060000
99.247000  0.177929  0.008500  -0.084047  11.548340  0.377780  -5.393550  -0.420000  0.060000  0.060000
99.247000  0.177929  0.008500  -0.084047  11.548340  0.377780  -5.393550  -0.420000  0.060000  0.060000
99.289000  0.177576  0.008562  -0.083995  11.531540  0.380720  -5.391030  -0.400000  0.070000  0.060000
99.291000  0.177575  0.008562  -0.083994  11.530740  0.380860  -5.390910  -0.400000  0.070000  0.060000
99.319000  0.177418  0.008589  -0.083971  11.519540  0.382820  -5.389230  -0.400000  0.070000  0.060000
99.320000  0.177418  0.008589  -0.083971  11.519140  0.382890  -5.389170  -0.400000  0.070000  0.060000
99.321000  0.177418  0.008589  -0.083971  11.518740  0.382960  -5.389110  -0.400000  0.070000  0.060000
99.325000  0.177415  0.008590  -0.083970  11.517140  0.383240  -5.388870  -0.400000  0.070000  0.060000
99.326000  0.177415  0.008590  -0.083970  11.516870  0.382750  -5.388790  -0.270000  -0.490000  0.080000
99.364000  0.177220  0.008236  -0.083913  11.506610  0.364130  -5.385750  -0.270000  -0.490000  0.080000
99.365000  0.177220  0.008236  -0.083913  11.506340  0.363640  -5.385670  -0.270000  -0.490000  0.080000
99.366000  0.177219  0.008235  -0.083913  11.506070  0.363150  -5.385590  -0.270000  -0.490000  0.080000
99.366000  0.177219  0.008235  -0.083913  11.506070  0.363150  -5.385590  -0.270000  -0.490000  0.080000
99.366000  0.177219  0.008235  -0.083913  11.506070  0.363150  -5.385590  -0.130000  -0.340000  -0.000000
99.405000  0.177128  0.007984  -0.083913  11.501390  0.350280  -5.385590  -0.120000  -0.330000  -0.000000
99.406000  0.177128  0.007984  -0.083913  11.501270  0.349950  -5.385590  -0.120000  -0.330000  -0.000000
99.437000  0.177070  0.007826  -0.083913  11.497550  0.339720  -5.385590  -0.120000  -0.330000  -0.000000
99.438000  0.177070  0.007825  -0.083913  11.497430  0.339390  -5.385590  -0.120000  -0.330000  -0.000000
99.438000  0.177070  0.007825  -0.083913  11.497430  0.339390  -5.385590  -0.120000  -0.330000  -0.000000
99.445000  0.177067  0.007817  -0.083913  11.496590  0.337080  -5.385590  -0.120000  -0.330000  -0.000000
99.446000  0.177067  0.007817  -0.083913  11.496510  0.337090  -5.385680  -0.080000  0.010000  -0.090000
99.483000  0.177013  0.007824  -0.083974  11.493550  0.337460  -5.389010  -0.080000  0.010000  -0.090000
99.484000  0.177013  0.007824  -0.083974  11.493470  0.337470  -5.389100  -0.080000  0.010000  -0.090000
99.484000  0.177013  0.007824  -0.083974  11.493470  0.337470  -5.389100  -0.080000  0.010000  -0.090000
99.484000  0.177013  0.007824  -0.083974  11.493470  0.337470  -5.389100  -0.080000  0.010000  -0.090000
99.485000  0.177013  0.007824  -0.083974  11.493710  0.337570  -5.389180  0.240000  0.100000  -0.080000
99.522000  0.177177  0.007893  -0.084029  11.502590  0.341270  -5.392140  0.240000  0.100000  -0.080000
99.524000  0.177177  0.007893  -0.084029  11.503050  0.341390  -5.392300  0.230000  0.060000  -0.080000
99.559000  0.177318  0.007930  -0.084078  11.511100  0.343490  -5.395100  0.230000  0.060000  -0.080000
99.560000  0.177318  0.007930  -0.084078  11.511330  0.343550  -5.395180  0.230000  0.060000  -0.080000
99.561000  0.177319  0.007930  -0.084078  11.511560  0.343610  -5.395260  0.230000  0.060000  -0.080000
99.561000  0.177319  0.007930  -0.084078  11.511560  0.343610  -5.395260  0.230000  0.060000  -0.080000
99.561000  0.177319  0.007930  -0.084078  11.511560  0.343610  -5.395260  0.310000  0.220000  -0.160000
99.601000  0.177447  0.008034  -0.084038  11.517960  0.348810  -5.393260  0.160000  0.130000  0.050000
99.602000  0.177447  0.008034  -0.084038  11.518120  0.348940  -5.393210  0.160000  0.130000  0.050000
99.602000  0.177447  0.008034  -0.084038  11.518120  0.348940  -5.393210  0.160000  0.130000  0.050000
99.602000  0.177447  0.008034  -0.084038  11.518120  0.348940  -5.393210  0.160000  0.130000  0.050000
99.603000  0.177447  0.008034  -0.084038  11.518280  0.349070  -5.393160  0.160000  0.130000  0.050000
99.642000  0.177561  0.008133  -0.083993  11.524130  0.354140  -5.390820  0.150000  0.130000  0.060000
99.644000  0.177561  0.008133  -0.083992  11.524430  0.354400  -5.390700  0.150000  0.130000  0.060000
99.672000  0.177620  0.008184  -0.083969  11.528630  0.358040  -5.389020  0.150000  0.130000  0.060000
99.673000  0.177620  0.008184  -0.083969  11.528780  0.358170  -5.388960  0.150000  0.130000  0.060000
99.673000  0.177620  0.008184  -0.083969  11.528780  0.358170  -5.388960  0.150000  0.130000  0.060000
99.687000  0.177635  0.008197  -0.083963  11.530880  0.359990  -5.388120  0.150000  0.130000  0.060000
99.687000  0.177635  0.008197  -0.083963  11.530880  0.359990  -5.388120  -0.160000  -0.600000  -0.040000
99.719000  0.177553  0.007890  -0.083983  11.525760  0.340790  -5.389400  -0.160000  -0.600000  -0.040000
99.720000  0.177553  0.007889  -0.083984  11.525600  0.340190  -5.389440  -0.160000  -0.600000  -0.040000
99.720000  0.177553  0.007889  -0.083984  11.525600  0.340190  -5.389440  -0.160000  -0.600000  -0.040000
99.720000  0.177553  0.007889  -0.083984  11.525600  0.340190  -5.389440  -0.160000  -0.600000  -0.040000
99.720000  0.177553  0.007889  -0.083984  11.525600  0.340190  -5.389440  -0.580000  -0.420000  -0.200000
99.760000  0.177009  0.007601  -0.084112  11.498400  0.325790  -5.395840  -0.680000  -0.360000  -0.160000
99.761000  0.177008  0.007601  -0.084112  11.497720  0.325430  -5.396000  -0.680000  -0.360000  -0.160000
99.793000  0.176660  0.007417  -0.084194  11.475960  0.313910  -5.401120  -0.680000  -0.360000  -0.160000
99.794000  0.176660  0.007417  -0.084194  11.475280  0.313550  -5.401280  -0.680000  -0.360000  -0.160000
99.795000  0.176659  0.007416  -0.084194  11.474600  0.313190  -5.401440  -0.680000  -0.360000  -0.160000
99.799000  0.176654  0.007413  -0.084195  11.471880  0.311750  -5.402080  -0.680000  -0.360000  -0.160000
99.800000  0.176654  0.007413  -0.084195  11.471290  0.311700  -5.402400  -0.590000  -0.050000  -0.320000
99.838000  0.176228  0.007377  -0.084426  11.448870  0.309800  -5.414560  -0.590000  -0.050000  -0.320000
99.839000  0.176227  0.007377  -0.084426  11.448280  0.309750  -5.414880  -0.590000  -0.050000  -0.320000
99.840000  0.176227  0.007377  -0.084426  11.447690  0.309700  -5.415200  -0.590000  -0.050000  -0.320000
99.840000  0.176227  0.007377  -0.084426  11.447690  0.309700  -5.415200  -0.590000  -0.050000  -0.320000
99.840000  0.176227  0.007377  -0.084426  11.447690  0.309700  -5.415200  -0.330000  0.160000  0.330000
99.888000  0.175847  0.007539  -0.084058  11.431850  0.316420  -5.399840  -0.330000  0.140000  0.320000
99.889000  0.175847  0.007539  -0.084058  11.431520  0.316560  -5.399520  -0.330000  0.140000  0.320000
99.929000  0.175583  0.007651  -0.083802  11.418320  0.322160  -5.386720  -0.330000  0.140000  0.320000
99.930000  0.175583  0.007651  -0.083802  11.417990  0.322300  -5.386400  -0.330000  0.140000  0.320000
99.930000  0.175583  0.007651  -0.083802  11.417990  0.322300  -5.386400  -0.330000  0.140000  0.320000
99.931000  0.175583  0.007651  -0.083801  11.417660  0.322440  -5.386080  -0.330000  0.140000  0.320000
99.931000  0.175583  0.007651  -0.083801  11.417660  0.322440  -5.386080  0.150000  0.580000  0.320000
99.957000  0.175579  0.007701  -0.083859  11.417400  0.326340  -5.390500  -0.010000  0.150000  -0.170000
99.959000  0.175579  0.007702  -0.083859  11.417380  0.326640  -5.390840  -0.010000  0.150000  -0.170000
99.959000  0.175579  0.007702  -0.083859  11.417380  0.326640  -5.390840  -0.010000  0.150000  -0.170000
99.959000  0.175579  0.007702  -0.083859  11.417380  0.326640  -5.390840  -0.010000  0.150000  -0.170000
99.960000  0.175579  0.007702  -0.083859  11.417370  0.326790  -5.391010  -0.010000  0.150000  -0.170000
99.998000  0.175572  0.007810  -0.083982  11.416990  0.332490  -5.397470  -0.010000  0.150000  -0.170000
99.999000  0.175572  0.007810  -0.083982  11.417010  0.332630  -5.397640  0.020000  0.140000  -0.170000
100.019000  0.175576  0.007838  -0.084016  11.417410  0.335430  -5.401040  0.020000  0.140000  -0.170000
100.020000  0.175576  0.007838  -0.084016  11.417430  0.335570  -5.401210  0.020000  0.140000  -0.170000
100.020000  0.175576  0.007838  -0.084016  11.417430  0.335570  -5.401210  0.020000  0.140000  -0.170000
100.036000  0.175578  0.007856  -0.084038  11.417750  0.337810  -5.403930  0.020000  0.140000  -0.170000
100.036000  0.175578  0.007856  -0.084038  11.417750  0.337810  -5.403930  0.210000  -0.120000  -0.050000
100.075000  0.175738  0.007765  -0.084076  11.425940  0.333130  -5.405880  0.210000  -0.120000  -0.050000
100.076000  0.175738  0.007765  -0.084076  11.426150  0.333010  -5.405930  0.210000  -0.120000  -0.050000
100.076000  0.175738  0.007765  -0.084076  11.426150  0.333010  -5.405930  0.210000  -0.120000  -0.050000
100.076000  0.175738  0.007765  -0.084076  11.426150  0.333010  -5.405930  0.210000  -0.120000  -0.050000
100.077000  0.175738  0.007765  -0.084076  11.426080  0.332610  -5.405490  -0.070000  -0.400000  0.440000
100.116000  0.175685  0.007460  -0.083741  11.423350  0.317010  -5.388330  -0.070000  -0.400000  0.440000
100.117000  0.175685  0.007460  -0.083741  11.423320  0.316620  -5.387910  -0.030000  -0.390000  0.420000
100.136000  0.175680  0.007390  -0.083665  11.422750  0.309210  -5.379930  -0.030000  -0.390000  0.420000
100.138000  0.175680  0.007389  -0.083664  11.422690  0.308430  -5.379090  -0.030000  -0.390000  0.420000
100.139000  0.175680  0.007389  -0.083664  11.422660  0.308040  -5.378670  -0.030000  -0.390000  0.420000
100.161000  0.175629  0.007326  -0.083671  11.418040  0.302320  -5.379330  -0.210000  -0.260000  -0.030000
100.162000  0.175629  0.007326  -0.083671  11.417830  0.302060  -5.379360  -0.210000  -0.260000  -0.030000
100.193000  0.175677  0.007648  -0.083508  11.420930  0.322830  -5.368820  0.100000  0.670000  0.340000
100.194000  0.175677  0.007648  -0.083508  11.421030  0.323500  -5.368480  0.100000  0.670000  0.340000
100.194000  0.175677  0.007648  -0.083508  11.421030  0.323500  -5.368480  0.100000  0.670000  0.340000
100.195000  0.175677  0.007648  -0.083508  11.421130  0.324170  -5.368140  0.100000  0.670000  0.340000
100.195000  0.175677  0.007648  -0.083508  11.421130  0.324170  -5.368140  0.100000  0.670000  0.340000
100.234000  0.175753  0.008120  -0.083257  11.425030  0.348350  -5.355270  0.100000  0.620000  0.330000
100.235000  0.175753  0.008120  -0.083256  11.425130  0.348970  -5.354940  0.100000  0.620000  0.330000
100.253000  0.175769  0.008221  -0.083203  11.426930  0.360130  -5.349000  0.100000  0.620000  0.330000
100.255000  0.175769  0.008222  -0.083202  11.427130  0.361370  -5.348340  0.100000  0.620000  0.330000
100.256000  0.175769  0.008222  -0.083202  11.427230  0.361990  -5.348010  0.100000  0.620000  0.330000
100.290000  0.175827  0.008581  -0.083011  11.430630  0.383070  -5.336790  0.100000  0.620000  0.330000
100.291000  0.175827  0.008581  -0.083012  11.430800  0.383560  -5.337030  0.170000  0.490000  -0.240000
100.312000  0.175821  0.008504  -0.083034  11.430170  0.376210  -5.339130  -0.030000  -0.350000  -0.100000
100.313000  0.175821  0.008504  -0.083034  11.430140  0.375860  -5.339230  -0.030000  -0.350000  -0.100000
100.314000  0.175821  0.008503  -0.083034  11.430110  0.375510  -5.339330  -0.030000  -0.350000  -0.100000
100.315000  0.175821  0.008503  -0.083034  11.430080  0.375160  -5.339430  -0.030000  -0.350000  -0.100000
100.316000  0.175820  0.008503  -0.083034  11.430050  0.374810  -5.339530  -0.030000  -0.350000  -0.100000
100.352000  0.175827  0.008283  -0.083105  11.430410  0.362570  -5.343490  0.010000  -0.340000  -0.110000
100.352000  0.175827  0.008283  -0.083105  11.430410  0.362570  -5.343490  0.010000  -0.340000  -0.110000
100.372000  0.175829  0.008215  -0.083127  11.430610  0.355770  -5.345690  0.010000  -0.340000  -0.110000
100.373000  0.175829  0.008215  -0.083127  11.430620  0.355430  -5.345800  0.010000  -0.340000  -0.110000
100.373000  0.175829  0.008215  -0.083127  11.430620  0.355430  -5.345800  0.010000  -0.340000  -0.110000
