#Temps  x  y  z  vx  vy  vz  ax  ay  az
14.935000  0.001227  -0.003679  0.015574  -0.004550  -0.437810  1.046650  -0.360000  0.180000  0.430000
14.936000  0.001227  -0.003679  0.015574  -0.004870  -0.437610  1.047070  -0.320000  0.200000  0.420000
14.956000  0.001163  -0.003639  0.015658  -0.011270  -0.433610  1.055470  -0.320000  0.200000  0.420000
14.957000  0.001163  -0.003639  0.015658  -0.011590  -0.433410  1.055890  -0.320000  0.200000  0.420000
14.958000  0.001163  -0.003639  0.015658  -0.011910  -0.433210  1.056310  -0.320000  0.200000  0.420000
14.974000  0.001174  -0.003618  0.015634  -0.010470  -0.430650  1.053270  0.090000  0.160000  -0.190000
14.975000  0.001174  -0.003618  0.015634  -0.010380  -0.430490  1.053080  0.090000  0.160000  -0.190000
15.015000  0.001014  -0.003610  0.015698  -0.018380  -0.430090  1.056280  -0.200000  0.010000  0.080000
15.016000  0.001014  -0.003610  0.015698  -0.018580  -0.430080  1.056360  -0.200000  0.010000  0.080000
15.017000  0.001014  -0.003610  0.015698  -0.018780  -0.430070  1.056440  -0.200000  0.010000  0.080000
15.017000  0.001014  -0.003610  0.015698  -0.018780  -0.430070  1.056440  -0.200000  0.010000  0.080000
15.018000  0.001014  -0.003610  0.015698  -0.018980  -0.430060  1.056520  -0.200000  0.010000  0.080000
15.053000  0.000922  -0.003604  0.015747  -0.024230  -0.429710  1.059320  -0.150000  0.010000  0.080000
15.054000  0.000922  -0.003604  0.015747  -0.024380  -0.429700  1.059400  -0.150000  0.010000  0.080000
15.073000  0.000895  -0.003602  0.015761  -0.027230  -0.429510  1.060920  -0.150000  0.010000  0.080000
15.074000  0.000895  -0.003602  0.015761  -0.027380  -0.429500  1.061000  -0.150000  0.010000  0.080000
15.074000  0.000895  -0.003602  0.015761  -0.027380  -0.429500  1.061000  -0.150000  0.010000  0.080000
15.094000  0.000833  -0.003632  0.015717  -0.033580  -0.432500  1.056600  -0.310000  -0.150000  -0.220000
15.095000  0.000833  -0.003632  0.015717  -0.033890  -0.432650  1.056380  -0.310000  -0.150000  -0.220000
15.136000  0.001371  -0.003153  0.015911  -0.007650  -0.409280  1.065810  0.640000  0.570000  0.230000
15.138000  0.001372  -0.003152  0.015911  -0.006370  -0.408140  1.066270  0.640000  0.570000  0.230000
15.139000  0.001372  -0.003152  0.015911  -0.005730  -0.407570  1.066500  0.640000  0.570000  0.230000
15.140000  0.001373  -0.003151  0.015911  -0.005090  -0.407000  1.066730  0.640000  0.570000  0.230000
15.141000  0.001373  -0.003151  0.015911  -0.004450  -0.406430  1.066960  0.640000  0.570000  0.230000
15.172000  0.001680  -0.002877  0.016022  0.015390  -0.388760  1.074090  0.640000  0.570000  0.230000
15.172000  0.001680  -0.002877  0.016022  0.015390  -0.388760  1.074090  0.630000  0.590000  0.220000
15.192000  0.001806  -0.002759  0.016066  0.027990  -0.376960  1.078490  0.630000  0.590000  0.220000
15.193000  0.001807  -0.002759  0.016066  0.028620  -0.376370  1.078710  0.630000  0.590000  0.220000
15.193000  0.001807  -0.002759  0.016066  0.028620  -0.376370  1.078710  0.630000  0.590000  0.220000
15.212000  0.001920  -0.002652  0.016106  0.040590  -0.365160  1.082890  0.630000  0.590000  0.220000
15.213000  0.001920  -0.002652  0.016106  0.040180  -0.365480  1.083000  -0.410000  -0.320000  0.110000
15.252000  0.001608  -0.002896  0.016189  0.024190  -0.377960  1.087290  -0.410000  -0.320000  0.110000
15.254000  0.001608  -0.002896  0.016190  0.023370  -0.378600  1.087510  -0.410000  -0.320000  0.110000
15.254000  0.001608  -0.002896  0.016190  0.023370  -0.378600  1.087510  -0.410000  -0.320000  0.110000
15.255000  0.001607  -0.002897  0.016190  0.022960  -0.378920  1.087620  -0.410000  -0.320000  0.110000
15.256000  0.001607  -0.002896  0.016190  0.023190  -0.378540  1.087470  0.230000  0.380000  -0.150000
15.291000  0.001748  -0.002651  0.016098  0.031240  -0.364540  1.082220  0.230000  0.400000  -0.150000
15.293000  0.001749  -0.002651  0.016097  0.031700  -0.363740  1.081920  0.230000  0.400000  -0.150000
15.317000  0.001815  -0.002535  0.016054  0.037220  -0.354140  1.078320  0.230000  0.400000  -0.150000
15.318000  0.001815  -0.002535  0.016054  0.037450  -0.353740  1.078170  0.230000  0.400000  -0.150000
15.318000  0.001815  -0.002535  0.016054  0.037450  -0.353740  1.078170  0.230000  0.400000  -0.150000
15.330000  0.001832  -0.002506  0.016043  0.040210  -0.348940  1.076370  0.230000  0.400000  -0.150000
15.331000  0.001832  -0.002507  0.016043  0.039810  -0.349280  1.076090  -0.400000  -0.340000  -0.280000
15.370000  0.001527  -0.002765  0.015830  0.024210  -0.362540  1.065170  -0.400000  -0.340000  -0.280000
15.371000  0.001527  -0.002765  0.015830  0.023810  -0.362880  1.064890  -0.400000  -0.340000  -0.280000
15.372000  0.001527  -0.002766  0.015830  0.023410  -0.363220  1.064610  -0.400000  -0.340000  -0.280000
15.372000  0.001527  -0.002766  0.015830  0.023410  -0.363220  1.064610  -0.400000  -0.340000  -0.280000
15.373000  0.001527  -0.002765  0.015830  0.023410  -0.363120  1.064640  0.000000  0.100000  0.030000
15.418000  0.001547  -0.002695  0.015860  0.024310  -0.359970  1.065990  0.020000  0.070000  0.030000
15.420000  0.001547  -0.002694  0.015861  0.024350  -0.359830  1.066050  0.020000  0.070000  0.030000
15.445000  0.001553  -0.002673  0.015870  0.024850  -0.358080  1.066800  0.020000  0.070000  0.030000
15.446000  0.001553  -0.002673  0.015870  0.024870  -0.358010  1.066830  0.020000  0.070000  0.030000
15.446000  0.001553  -0.002673  0.015870  0.024870  -0.358010  1.066830  0.020000  0.070000  0.030000
15.449000  0.001553  -0.002672  0.015871  0.024870  -0.357800  1.067340  0.000000  0.070000  0.170000
15.450000  0.001553  -0.002672  0.015871  0.024870  -0.357730  1.067510  0.000000  0.070000  0.170000
15.488000  0.001553  -0.002622  0.015993  0.024870  -0.355070  1.073970  0.000000  0.070000  0.170000
15.489000  0.001553  -0.002622  0.015994  0.024870  -0.355000  1.074140  0.000000  0.070000  0.170000
15.489000  0.001553  -0.002622  0.015994  0.024870  -0.355000  1.074140  0.000000  0.070000  0.170000
15.490000  0.001553  -0.002622  0.015994  0.024870  -0.354930  1.074310  0.000000  0.070000  0.170000
15.490000  0.001553  -0.002622  0.015994  0.024870  -0.354930  1.074310  0.120000  0.170000  -0.540000
15.529000  0.001645  -0.002492  0.015583  0.029550  -0.348300  1.053250  0.120000  0.170000  -0.540000
15.530000  0.001645  -0.002492  0.015583  0.029640  -0.348280  1.052710  0.090000  0.020000  -0.540000
15.548000  0.001659  -0.002489  0.015495  0.031260  -0.347920  1.042990  0.090000  0.020000  -0.540000
15.549000  0.001659  -0.002489  0.015495  0.031350  -0.347900  1.042450  0.090000  0.020000  -0.540000
15.550000  0.001659  -0.002489  0.015495  0.031440  -0.347880  1.041910  0.090000  0.020000  -0.540000
15.569000  0.001661  -0.002657  0.015430  0.031630  -0.365550  1.035070  0.010000  -0.930000  -0.360000
15.571000  0.001661  -0.002659  0.015429  0.031650  -0.367410  1.034350  0.010000  -0.930000  -0.360000
15.621000  0.001674  -0.003821  0.014979  0.032150  -0.413910  1.016350  0.010000  -0.930000  -0.360000
15.622000  0.001674  -0.003822  0.014979  0.032160  -0.414840  1.015990  0.010000  -0.930000  -0.360000
15.622000  0.001674  -0.003822  0.014979  0.032160  -0.414840  1.015990  0.010000  -0.930000  -0.360000
15.623000  0.001674  -0.003822  0.014979  0.032170  -0.416000  1.015610  0.010000  -1.160000  -0.380000
15.646000  0.001676  -0.004129  0.014878  0.032400  -0.442680  1.006870  0.010000  -1.160000  -0.380000
15.646000  0.001676  -0.004129  0.014878  0.032400  -0.442680  1.006870  0.870000  -0.270000  -0.150000
15.647000  0.001677  -0.004129  0.014878  0.033270  -0.442950  1.006720  0.870000  -0.270000  -0.150000
15.648000  0.001677  -0.004129  0.014878  0.034140  -0.443220  1.006570  0.870000  -0.270000  -0.150000
15.648000  0.001677  -0.004129  0.014878  0.034140  -0.443220  1.006570  0.870000  -0.270000  -0.150000
15.685000  0.002273  -0.004314  0.014775  0.066330  -0.453210  1.001020  0.870000  -0.270000  -0.150000
15.686000  0.002273  -0.004314  0.014775  0.067210  -0.453430  1.000870  0.880000  -0.220000  -0.150000
15.705000  0.002432  -0.004354  0.014748  0.083930  -0.457610  0.998020  0.880000  -0.220000  -0.150000
15.705000  0.002432  -0.004354  0.014748  0.083930  -0.457610  0.998020  0.880000  -0.220000  -0.150000
15.706000  0.002433  -0.004354  0.014748  0.084810  -0.457830  0.997870  0.880000  -0.220000  -0.150000
15.726000  0.002609  -0.004398  0.014718  0.102410  -0.462230  0.994870  0.880000  -0.220000  -0.150000
15.727000  0.002609  -0.004396  0.014719  0.102410  -0.457840  0.996970  0.000000  4.390000  2.100000
15.764000  0.002609  -0.001391  0.016157  0.102410  -0.295410  1.074670  0.000000  4.390000  2.100000
15.765000  0.002609  -0.001389  0.016158  0.102410  -0.291020  1.076770  0.000000  4.390000  2.100000
15.765000  0.002609  -0.001389  0.016158  0.102410  -0.291020  1.076770  0.000000  4.390000  2.100000
15.765000  0.002609  -0.001389  0.016158  0.102410  -0.291020  1.076770  0.000000  4.390000  2.100000
15.766000  0.002609  -0.001389  0.016157  0.103970  -0.292130  1.076240  1.560000  -1.110000  -0.530000
15.804000  0.003736  -0.002191  0.015775  0.163250  -0.334310  1.056100  1.560000  -1.110000  -0.530000
15.804000  0.003736  -0.002191  0.015775  0.163250  -0.334310  1.056100  1.670000  -1.050000  -0.530000
15.825000  0.004104  -0.002422  0.015658  0.198320  -0.356360  1.044970  1.670000  -1.050000  -0.530000
15.825000  0.004104  -0.002422  0.015658  0.198320  -0.356360  1.044970  1.670000  -1.050000  -0.530000
15.825000  0.004104  -0.002422  0.015658  0.198320  -0.356360  1.044970  1.670000  -1.050000  -0.530000
15.844000  0.003983  -0.002641  0.015656  0.185590  -0.379350  1.044780  -0.670000  -1.210000  -0.010000
15.844000  0.003983  -0.002641  0.015656  0.185590  -0.379350  1.044780  -0.670000  -1.210000  -0.010000
15.883000  0.003519  -0.002413  0.015534  0.161800  -0.367650  1.038540  -0.610000  0.300000  -0.160000
15.884000  0.003519  -0.002412  0.015534  0.161190  -0.367350  1.038380  -0.610000  0.300000  -0.160000
15.884000  0.003519  -0.002412  0.015534  0.161190  -0.367350  1.038380  -0.610000  0.300000  -0.160000
15.884000  0.003519  -0.002412  0.015534  0.161190  -0.367350  1.038380  -0.610000  0.300000  -0.160000
15.885000  0.003518  -0.002412  0.015534  0.160580  -0.367050  1.038220  -0.610000  0.300000  -0.160000
15.922000  0.003101  -0.002207  0.015425  0.138010  -0.355950  1.032300  -0.610000  0.300000  -0.160000
15.923000  0.003101  -0.002207  0.015425  0.137500  -0.355590  1.032140  -0.510000  0.360000  -0.160000
15.942000  0.003009  -0.002142  0.015396  0.127810  -0.348750  1.029100  -0.510000  0.360000  -0.160000
15.943000  0.003008  -0.002142  0.015396  0.127300  -0.348390  1.028940  -0.510000  0.360000  -0.160000
15.944000  0.003008  -0.002141  0.015396  0.126790  -0.348030  1.028780  -0.510000  0.360000  -0.160000
15.962000  0.003024  -0.002140  0.015389  0.128590  -0.347850  1.028060  0.100000  0.010000  -0.040000
15.963000  0.003024  -0.002140  0.015389  0.128690  -0.347840  1.028020  0.100000  0.010000  -0.040000
16.003000  0.003064  -0.001852  0.015413  0.130690  -0.333440  1.029220  0.050000  0.360000  0.030000
16.004000  0.003064  -0.001852  0.015413  0.130740  -0.333080  1.029250  0.050000  0.360000  0.030000
16.005000  0.003064  -0.001851  0.015413  0.130790  -0.332720  1.029280  0.050000  0.360000  0.030000
16.005000  0.003064  -0.001851  0.015413  0.130790  -0.332720  1.029280  0.050000  0.360000  0.030000
16.006000  0.003064  -0.001851  0.015413  0.130840  -0.332360  1.029310  0.050000  0.360000  0.030000
16.041000  0.003095  -0.001631  0.015431  0.132590  -0.319760  1.030360  0.050000  0.360000  0.030000
16.042000  0.003095  -0.001630  0.015431  0.132720  -0.319190  1.030380  0.130000  0.570000  0.020000
16.061000  0.003119  -0.001528  0.015435  0.135190  -0.308360  1.030760  0.130000  0.570000  0.020000
16.062000  0.003119  -0.001527  0.015435  0.135320  -0.307790  1.030780  0.130000  0.570000  0.020000
16.063000  0.003119  -0.001527  0.015435  0.135450  -0.307220  1.030800  0.130000  0.570000  0.020000
16.081000  0.003158  -0.001255  0.015398  0.139770  -0.276980  1.026660  0.240000  1.680000  -0.230000
16.082000  0.003158  -0.001254  0.015398  0.140010  -0.275300  1.026430  0.240000  1.680000  -0.230000
16.121000  0.003340  0.000024  0.015223  0.149370  -0.209780  1.017460  0.240000  1.680000  -0.230000
16.123000  0.003340  0.000022  0.015224  0.149010  -0.211260  1.018320  -0.180000  -0.740000  0.430000
16.123000  0.003340  0.000022  0.015224  0.149010  -0.211260  1.018320  -0.180000  -0.740000  0.430000
16.124000  0.003340  0.000022  0.015224  0.148830  -0.212000  1.018750  -0.180000  -0.740000  0.430000
16.125000  0.003340  0.000021  0.015224  0.148650  -0.212740  1.019180  -0.180000  -0.740000  0.430000
16.160000  0.003229  -0.000426  0.015481  0.142350  -0.238290  1.033880  -0.180000  -0.730000  0.420000
16.160000  0.003229  -0.000426  0.015481  0.142350  -0.238290  1.033880  -0.180000  -0.730000  0.420000
16.180000  0.003193  -0.000572  0.015565  0.138750  -0.252890  1.042280  -0.180000  -0.730000  0.420000
16.181000  0.003193  -0.000572  0.015566  0.138570  -0.253620  1.042700  -0.180000  -0.730000  0.420000
16.181000  0.003193  -0.000572  0.015566  0.138570  -0.253620  1.042700  -0.180000  -0.730000  0.420000
16.199000  0.003111  -0.000674  0.015567  0.129390  -0.264960  1.042880  -0.510000  -0.630000  0.010000
16.200000  0.003110  -0.000674  0.015567  0.128880  -0.265590  1.042890  -0.510000  -0.630000  0.010000
16.243000  0.002842  -0.000748  0.015493  0.116410  -0.269030  1.039450  -0.290000  -0.080000  -0.080000
16.244000  0.002842  -0.000748  0.015493  0.116120  -0.269110  1.039370  -0.290000  -0.080000  -0.080000
16.245000  0.002842  -0.000748  0.015493  0.115830  -0.269190  1.039290  -0.290000  -0.080000  -0.080000
16.245000  0.002842  -0.000748  0.015493  0.115830  -0.269190  1.039290  -0.290000  -0.080000  -0.080000
16.246000  0.002842  -0.000748  0.015493  0.115540  -0.269270  1.039210  -0.290000  -0.080000  -0.080000
16.279000  0.002695  -0.000776  0.015450  0.106630  -0.270920  1.036570  -0.270000  -0.050000  -0.080000
16.280000  0.002695  -0.000776  0.015450  0.106360  -0.270970  1.036490  -0.270000  -0.050000  -0.080000
16.298000  0.002651  -0.000784  0.015437  0.101500  -0.271870  1.035050  -0.270000  -0.050000  -0.080000
16.300000  0.002650  -0.000784  0.015436  0.100960  -0.271970  1.034890  -0.270000  -0.050000  -0.080000
16.300000  0.002650  -0.000784  0.015436  0.100960  -0.271970  1.034890  -0.270000  -0.050000  -0.080000
16.318000  0.002607  -0.000792  0.015423  0.096100  -0.272870  1.033450  -0.270000  -0.050000  -0.080000
16.319000  0.002607  -0.000792  0.015423  0.096110  -0.272790  1.033250  0.010000  0.080000  -0.200000
16.358000  0.002660  -0.000845  0.015423  0.098840  -0.275520  1.033250  0.070000  -0.070000  -0.000000
16.358000  0.002660  -0.000845  0.015423  0.098840  -0.275520  1.033250  0.070000  -0.070000  -0.000000
16.359000  0.002660  -0.000845  0.015423  0.098910  -0.275590  1.033250  0.070000  -0.070000  -0.000000
16.359000  0.002660  -0.000845  0.015423  0.098910  -0.275590  1.033250  0.070000  -0.070000  -0.000000
16.359000  0.002660  -0.000845  0.015423  0.098910  -0.275590  1.033250  0.070000  -0.070000  -0.000000
16.399000  0.002716  -0.000901  0.015423  0.101710  -0.278390  1.033250  0.070000  -0.070000  -0.000000
16.400000  0.002716  -0.000901  0.015423  0.101800  -0.278450  1.033240  0.090000  -0.060000  -0.010000
16.418000  0.002731  -0.000911  0.015422  0.103420  -0.279530  1.033060  0.090000  -0.060000  -0.010000
16.419000  0.002731  -0.000911  0.015422  0.103510  -0.279590  1.033050  0.090000  -0.060000  -0.010000
16.419000  0.002731  -0.000911  0.015422  0.103510  -0.279590  1.033050  0.090000  -0.060000  -0.010000
16.436000  0.002744  -0.000920  0.015420  0.105040  -0.280610  1.032880  0.090000  -0.060000  -0.010000
16.437000  0.002744  -0.000920  0.015420  0.105040  -0.280580  1.033070  0.000000  0.030000  0.190000
16.476000  0.002812  -0.000790  0.015839  0.108550  -0.273950  1.054520  0.090000  0.170000  0.550000
16.477000  0.002812  -0.000790  0.015839  0.108640  -0.273780  1.055070  0.090000  0.170000  0.550000
16.477000  0.002812  -0.000790  0.015839  0.108640  -0.273780  1.055070  0.090000  0.170000  0.550000
16.478000  0.002812  -0.000790  0.015839  0.108730  -0.273610  1.055620  0.090000  0.170000  0.550000
16.478000  0.002812  -0.000790  0.015839  0.108730  -0.273610  1.055620  0.090000  0.170000  0.550000
16.515000  0.002874  -0.000674  0.016216  0.112060  -0.267320  1.075970  0.090000  0.170000  0.550000
16.516000  0.002874  -0.000674  0.016216  0.112170  -0.267160  1.076510  0.110000  0.160000  0.540000
16.536000  0.002896  -0.000642  0.016324  0.114370  -0.263960  1.087310  0.110000  0.160000  0.540000
16.537000  0.002896  -0.000642  0.016324  0.114480  -0.263800  1.087850  0.110000  0.160000  0.540000
16.537000  0.002896  -0.000642  0.016324  0.114480  -0.263800  1.087850  0.110000  0.160000  0.540000
16.555000  0.002891  -0.000596  0.016219  0.113940  -0.258760  1.076150  -0.030000  0.280000  -0.650000
16.556000  0.002891  -0.000596  0.016219  0.113910  -0.258480  1.075500  -0.030000  0.280000  -0.650000
16.596000  0.002867  -0.000372  0.015699  0.112710  -0.247280  1.049500  -0.030000  0.280000  -0.650000
16.597000  0.002867  -0.000372  0.015698  0.112680  -0.247000  1.048850  -0.030000  0.280000  -0.650000
16.598000  0.002867  -0.000372  0.015698  0.112650  -0.246720  1.048200  -0.030000  0.280000  -0.650000
16.598000  0.002867  -0.000372  0.015698  0.112650  -0.246720  1.048200  -0.030000  0.280000  -0.650000
16.599000  0.002867  -0.000372  0.015698  0.112370  -0.246610  1.048190  -0.280000  0.110000  -0.010000
16.634000  0.002689  -0.000298  0.015698  0.102220  -0.242410  1.048190  -0.290000  0.120000  -0.000000
16.636000  0.002689  -0.000298  0.015698  0.101640  -0.242170  1.048190  -0.290000  0.120000  -0.000000
16.664000  0.002575  -0.000251  0.015698  0.093520  -0.238810  1.048190  -0.290000  0.120000  -0.000000
16.665000  0.002575  -0.000251  0.015698  0.093230  -0.238690  1.048190  -0.290000  0.120000  -0.000000
16.665000  0.002575  -0.000251  0.015698  0.093230  -0.238690  1.048190  -0.290000  0.120000  -0.000000
16.676000  0.002575  -0.000234  0.015688  0.093340  -0.235500  1.046430  0.010000  0.290000  -0.160000
16.677000  0.002575  -0.000233  0.015688  0.093350  -0.235210  1.046270  0.010000  0.290000  -0.160000
16.713000  0.002582  -0.000045  0.015584  0.093710  -0.224770  1.040510  0.010000  0.290000  -0.160000
16.714000  0.002582  -0.000045  0.015584  0.093720  -0.224480  1.040350  0.010000  0.290000  -0.160000
16.714000  0.002582  -0.000045  0.015584  0.093720  -0.224480  1.040350  0.010000  0.290000  -0.160000
16.714000  0.002582  -0.000045  0.015584  0.093720  -0.224480  1.040350  0.010000  0.290000  -0.160000
16.715000  0.002582  -0.000045  0.015585  0.093920  -0.223870  1.040590  0.200000  0.610000  0.240000
16.752000  0.002719  0.000373  0.015749  0.101320  -0.201300  1.049470  0.200000  0.610000  0.240000
16.754000  0.002719  0.000374  0.015749  0.101680  -0.199920  1.049930  0.180000  0.690000  0.230000
16.776000  0.002763  0.000541  0.015805  0.105640  -0.184740  1.054990  0.180000  0.690000  0.230000
16.777000  0.002763  0.000541  0.015805  0.105820  -0.184050  1.055220  0.180000  0.690000  0.230000
16.778000  0.002763  0.000542  0.015805  0.106000  -0.183360  1.055450  0.180000  0.690000  0.230000
16.792000  0.002764  0.000609  0.015792  0.106140  -0.173700  1.053630  0.010000  0.690000  -0.130000
16.792000  0.002764  0.000609  0.015792  0.106140  -0.173700  1.053630  0.010000  0.690000  -0.130000
16.831000  0.002642  0.001005  0.015785  0.099900  -0.153420  1.053240  -0.160000  0.520000  -0.010000
16.832000  0.002642  0.001005  0.015785  0.099740  -0.152900  1.053230  -0.160000  0.520000  -0.010000
16.833000  0.002642  0.001005  0.015785  0.099580  -0.152380  1.053220  -0.160000  0.520000  -0.010000
16.833000  0.002642  0.001005  0.015785  0.099580  -0.152380  1.053220  -0.160000  0.520000  -0.010000
16.834000  0.002642  0.001005  0.015785  0.099420  -0.151860  1.053210  -0.160000  0.520000  -0.010000
16.871000  0.002492  0.001444  0.015778  0.091280  -0.128180  1.052840  -0.220000  0.640000  -0.010000
16.872000  0.002491  0.001444  0.015778  0.091060  -0.127540  1.052830  -0.220000  0.640000  -0.010000
16.891000  0.002452  0.001559  0.015776  0.086880  -0.115380  1.052640  -0.220000  0.640000  -0.010000
16.892000  0.002452  0.001560  0.015776  0.086660  -0.114740  1.052630  -0.220000  0.640000  -0.010000
16.892000  0.002452  0.001560  0.015776  0.086660  -0.114740  1.052630  -0.220000  0.640000  -0.010000
16.911000  0.002394  0.001654  0.015765  0.080580  -0.104860  1.051490  -0.320000  0.520000  -0.060000
16.911000  0.002394  0.001654  0.015765  0.080580  -0.104860  1.051490  -0.320000  0.520000  -0.060000
16.950000  0.002128  0.001813  0.015720  0.066930  -0.096670  1.049150  -0.350000  0.210000  -0.060000
16.952000  0.002127  0.001814  0.015720  0.066230  -0.096250  1.049030  -0.350000  0.210000  -0.060000
16.952000  0.002127  0.001814  0.015720  0.066230  -0.096250  1.049030  -0.350000  0.210000  -0.060000
16.953000  0.002127  0.001814  0.015720  0.065880  -0.096040  1.048970  -0.350000  0.210000  -0.060000
16.954000  0.002127  0.001814  0.015719  0.065530  -0.095830  1.048910  -0.350000  0.210000  -0.060000
16.989000  0.001912  0.001943  0.015683  0.053280  -0.088480  1.046810  -0.350000  0.210000  -0.060000
16.990000  0.001912  0.001943  0.015683  0.052850  -0.088160  1.046760  -0.430000  0.320000  -0.050000
17.009000  0.001834  0.002000  0.015674  0.044680  -0.082080  1.045810  -0.430000  0.320000  -0.050000
17.010000  0.001834  0.002001  0.015674  0.044250  -0.081760  1.045760  -0.430000  0.320000  -0.050000
17.010000  0.001834  0.002001  0.015674  0.044250  -0.081760  1.045760  -0.430000  0.320000  -0.050000
17.029000  0.001744  0.002040  0.015643  0.034750  -0.077580  1.042530  -0.500000  0.220000  -0.170000
17.029000  0.001744  0.002040  0.015643  0.034750  -0.077580  1.042530  -0.500000  0.220000  -0.170000
17.069000  0.001344  0.002216  0.015507  0.014750  -0.068780  1.035730  -0.500000  0.220000  -0.170000
17.070000  0.001344  0.002216  0.015507  0.014250  -0.068560  1.035560  -0.500000  0.220000  -0.170000
17.071000  0.001343  0.002217  0.015507  0.013750  -0.068340  1.035390  -0.500000  0.220000  -0.170000
17.072000  0.001343  0.002217  0.015507  0.013250  -0.068120  1.035220  -0.500000  0.220000  -0.170000
17.072000  0.001343  0.002217  0.015507  0.013250  -0.068120  1.035220  -0.340000  0.200000  0.010000
17.107000  0.001135  0.002339  0.015513  0.001350  -0.061120  1.035570  -0.340000  0.200000  0.010000
17.108000  0.001135  0.002339  0.015513  0.000890  -0.060830  1.035580  -0.460000  0.290000  0.010000
17.130000  0.001023  0.002409  0.015515  -0.009230  -0.054450  1.035800  -0.460000  0.290000  0.010000
17.131000  0.001023  0.002410  0.015515  -0.009690  -0.054160  1.035810  -0.460000  0.290000  0.010000
17.131000  0.001023  0.002410  0.015515  -0.009690  -0.054160  1.035810  -0.460000  0.290000  0.010000
17.147000  0.000964  0.002447  0.015517  -0.017050  -0.049520  1.035970  -0.460000  0.290000  0.010000
17.148000  0.000964  0.002447  0.015517  -0.017480  -0.049580  1.036150  -0.430000  -0.060000  0.180000
17.188000  0.000620  0.002399  0.015661  -0.034680  -0.051980  1.043350  -0.430000  -0.060000  0.180000
17.189000  0.000620  0.002399  0.015661  -0.035110  -0.052040  1.043530  -0.430000  -0.060000  0.180000
17.190000  0.000620  0.002399  0.015661  -0.035540  -0.052100  1.043710  -0.430000  -0.060000  0.180000
17.190000  0.000620  0.002399  0.015661  -0.035540  -0.052100  1.043710  -0.430000  -0.060000  0.180000
17.191000  0.000620  0.002399  0.015661  -0.035690  -0.052180  1.043530  -0.150000  -0.080000  -0.180000
17.230000  0.000505  0.002338  0.015524  -0.041540  -0.055300  1.036510  -0.150000  -0.080000  -0.180000
17.232000  0.000505  0.002338  0.015523  -0.042100  -0.055340  1.036150  -0.280000  -0.020000  -0.180000
17.247000  0.000473  0.002335  0.015503  -0.046300  -0.055640  1.033450  -0.280000  -0.020000  -0.180000
17.247000  0.000473  0.002335  0.015503  -0.046300  -0.055640  1.033450  -0.280000  -0.020000  -0.180000
17.248000  0.000473  0.002335  0.015503  -0.046580  -0.055660  1.033270  -0.280000  -0.020000  -0.180000
17.266000  0.000436  0.002347  0.015524  -0.050720  -0.054400  1.035610  -0.230000  0.070000  0.130000
17.267000  0.000436  0.002347  0.015524  -0.050950  -0.054330  1.035740  -0.230000  0.070000  0.130000
17.305000  0.000270  0.002397  0.015618  -0.059690  -0.051670  1.040680  -0.230000  0.070000  0.130000
17.306000  0.000270  0.002397  0.015618  -0.059920  -0.051600  1.040810  -0.230000  0.070000  0.130000
17.307000  0.000270  0.002397  0.015618  -0.060150  -0.051530  1.040940  -0.230000  0.070000  0.130000
17.308000  0.000270  0.002397  0.015618  -0.060380  -0.051460  1.041070  -0.230000  0.070000  0.130000
17.308000  0.000270  0.002397  0.015618  -0.060380  -0.051460  1.041070  -0.430000  -0.350000  0.240000
17.346000  -0.000185  0.002080  0.015806  -0.084320  -0.068180  1.050950  -0.630000  -0.440000  0.260000
17.347000  -0.000186  0.002080  0.015806  -0.084950  -0.068620  1.051210  -0.630000  -0.440000  0.260000
17.380000  -0.000529  0.001840  0.015948  -0.105740  -0.083140  1.059790  -0.630000  -0.440000  0.260000
17.381000  -0.000529  0.001840  0.015948  -0.106370  -0.083580  1.060050  -0.630000  -0.440000  0.260000
17.381000  -0.000529  0.001840  0.015948  -0.106370  -0.083580  1.060050  -0.630000  -0.440000  0.260000
17.385000  -0.000534  0.001831  0.015944  -0.109010  -0.088180  1.058010  -0.660000  -1.150000  -0.510000
17.386000  -0.000535  0.001830  0.015944  -0.109670  -0.089330  1.057500  -0.660000  -1.150000  -0.510000
17.424000  -0.001011  0.001000  0.015575  -0.134750  -0.133030  1.038120  -0.660000  -1.150000  -0.510000
17.425000  -0.001011  0.000999  0.015575  -0.135410  -0.134180  1.037610  -0.660000  -1.150000  -0.510000
17.426000  -0.001012  0.000999  0.015575  -0.136070  -0.135330  1.037100  -0.660000  -1.150000  -0.510000
17.426000  -0.001012  0.000999  0.015575  -0.136070  -0.135330  1.037100  -0.660000  -1.150000  -0.510000
17.426000  -0.001012  0.000999  0.015575  -0.136070  -0.135330  1.037100  -0.300000  -1.380000  0.200000
17.464000  -0.001228  0.000002  0.015719  -0.147470  -0.187770  1.044700  -0.300000  -1.380000  0.200000
17.465000  -0.001229  0.000001  0.015719  -0.147860  -0.189290  1.044920  -0.390000  -1.520000  0.220000
17.496000  -0.001416  -0.000729  0.015825  -0.159950  -0.236410  1.051740  -0.390000  -1.520000  0.220000
17.497000  -0.001416  -0.000730  0.015825  -0.160340  -0.237930  1.051960  -0.390000  -1.520000  0.220000
17.497000  -0.001416  -0.000730  0.015825  -0.160340  -0.237930  1.051960  -0.390000  -1.520000  0.220000
