#time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
90.3,-0.28,0.91,0.32,-2.36,0.10,7.03,-0.04,-0.01,-0.03,0.00
90.3,-0.30,0.91,0.32,-2.36,0.10,7.03,-0.04,-0.01,-0.03,0.00
90.319,-0.30,0.91,0.32,-2.36,0.10,7.03,-0.03,0.03,-0.04,0.00
90.32,-0.30,0.91,0.32,-2.75,0.21,8.01,-0.03,0.03,-0.04,0.00
90.359,-0.30,0.91,0.32,-2.75,0.21,8.01,0.07,0.05,-0.00,0.00
90.36,-0.30,0.90,0.32,-2.75,0.21,8.01,0.07,0.05,-0.00,0.00
90.36,-0.09,0.56,0.05,-2.75,0.21,8.01,0.07,0.05,-0.00,0.00
90.361,-0.03,0.80,-0.62,-2.75,0.21,8.01,0.07,0.05,-0.00,0.00
90.361,-0.03,0.80,-0.62,-1.35,-1.31,4.19,0.07,0.05,-0.00,0.00
90.399,-0.03,0.80,-0.62,-1.35,-1.31,4.19,0.39,-0.03,0.06,0.00
90.4,-0.03,0.80,-0.62,-1.34,-1.21,4.25,0.39,-0.03,0.06,0.00
90.428,0.23,0.68,-1.37,-1.34,-1.21,4.25,0.39,-0.03,0.06,0.00
90.43,0.24,1.08,-1.61,-1.34,-1.21,4.25,0.39,-0.03,0.06,0.00
90.431,0.16,0.83,-1.08,-1.34,-1.21,4.25,0.39,-0.03,0.06,0.00
90.448,0.16,0.83,-1.08,-1.34,-1.21,4.25,0.10,-0.31,-0.07,0.00
90.449,0.16,0.83,-1.08,2.17,-0.10,-8.07,0.10,-0.31,-0.07,0.00
90.478,0.16,0.83,-1.08,-0.15,-1.83,1.48,0.10,-0.31,-0.07,0.00
90.48,0.16,0.83,-1.08,-0.15,-1.83,1.48,-0.13,-0.03,-0.00,0.00
90.48,-0.14,0.69,-0.32,-0.15,-1.83,1.48,-0.13,-0.03,-0.00,0.00
90.481,-0.01,0.55,-0.25,-0.15,-1.83,1.48,-0.13,-0.03,-0.00,0.00
90.482,0.08,0.82,-0.55,-0.15,-1.83,1.48,-0.13,-0.03,-0.00,0.00
90.518,0.08,0.82,-0.55,-0.20,-1.78,1.48,-0.13,-0.03,-0.00,0.00
90.519,0.08,0.82,-0.55,-0.20,-1.78,1.48,0.09,0.14,0.07,0.00
90.537,0.06,0.87,-0.84,-0.20,-1.78,1.48,0.09,0.14,0.07,0.00
90.538,0.07,0.76,-0.77,-0.20,-1.78,1.48,0.09,0.14,0.07,0.00
90.539,0.01,0.80,-0.67,-0.20,-1.78,1.48,0.09,0.14,0.07,0.00
90.561,0.01,0.80,-0.67,0.50,-0.56,-2.27,0.09,0.14,0.07,0.00
90.562,0.01,0.80,-0.67,0.50,-0.56,-2.27,-0.01,0.01,-0.02,0.00
90.597,0.01,0.80,-0.67,0.50,-0.56,-2.27,-0.04,-0.04,-0.01,0.00
90.599,0.03,0.72,-0.66,0.50,-0.56,-2.27,-0.04,-0.04,-0.01,0.00
90.6,0.01,0.77,-0.65,0.50,-0.56,-2.27,-0.04,-0.04,-0.01,0.00
90.601,0.03,0.78,-0.65,0.50,-0.56,-2.27,-0.04,-0.04,-0.01,0.00
90.602,0.03,0.78,-0.65,0.27,-1.06,-1.24,-0.04,-0.04,-0.01,0.00
90.636,0.03,0.78,-0.65,0.27,-1.06,-1.24,0.01,0.00,0.02,0.00
90.637,0.03,0.78,-0.65,0.26,-1.04,-1.22,0.01,0.00,0.02,0.00
90.655,0.05,0.78,-0.64,0.26,-1.04,-1.22,0.01,0.00,0.02,0.00
90.656,0.05,0.80,-0.67,0.26,-1.04,-1.22,0.01,0.00,0.02,0.00
90.656,0.05,0.77,-0.66,0.26,-1.04,-1.22,0.01,0.00,0.02,0.00
90.676,0.05,0.77,-0.66,0.26,-1.04,-1.22,0.03,0.01,0.01,0.00
90.677,0.05,0.77,-0.66,0.51,-0.79,-1.22,0.03,0.01,0.01,0.00
90.716,0.05,0.77,-0.66,0.51,-0.79,-1.22,0.05,0.01,0.00,0.00
90.717,0.02,0.76,-0.63,0.51,-0.79,-1.22,0.05,0.01,0.00,0.00
90.718,0.02,0.76,-0.65,0.51,-0.79,-1.22,0.05,0.01,0.00,0.00
90.719,0.03,0.78,-0.68,0.51,-0.79,-1.22,0.05,0.01,0.00,0.00
90.72,0.03,0.78,-0.68,0.25,-0.92,-1.13,0.05,0.01,0.00,0.00
90.755,0.03,0.78,-0.68,0.23,-0.90,-1.10,0.05,0.01,0.00,0.00
90.756,0.03,0.78,-0.68,0.23,-0.90,-1.10,0.05,0.03,0.02,0.00
90.774,0.04,0.77,-0.69,0.23,-0.90,-1.10,0.05,0.03,0.02,0.00
90.775,0.05,0.78,-0.70,0.23,-0.90,-1.10,0.05,0.03,0.02,0.00
90.776,0.04,0.78,-0.67,0.23,-0.90,-1.10,0.05,0.03,0.02,0.00
90.795,0.04,0.78,-0.67,0.23,-0.90,-1.10,0.04,0.02,0.01,0.00
90.796,0.04,0.78,-0.67,0.39,-0.76,-1.37,0.04,0.02,0.01,0.00
90.843,0.04,0.78,-0.67,0.33,-0.77,-1.18,0.04,0.02,0.01,0.00
90.845,0.04,0.78,-0.67,0.33,-0.77,-1.18,0.05,0.03,0.01,0.00
90.845,0.04,0.77,-0.66,0.33,-0.77,-1.18,0.05,0.03,0.01,0.00
90.846,0.03,0.77,-0.67,0.33,-0.77,-1.18,0.05,0.03,0.01,0.00
90.847,0.04,0.78,-0.68,0.33,-0.77,-1.18,0.05,0.03,0.01,0.00
90.876,0.04,0.78,-0.68,0.33,-0.77,-1.18,0.04,0.03,0.01,0.00
90.877,0.04,0.78,-0.68,0.31,-0.75,-1.15,0.04,0.03,0.01,0.00
90.893,0.06,0.75,-0.70,0.31,-0.75,-1.15,0.04,0.03,0.01,0.00
90.893,0.04,0.79,-0.69,0.31,-0.75,-1.15,0.04,0.03,0.01,0.00
90.894,0.04,0.76,-0.67,0.31,-0.75,-1.15,0.04,0.03,0.01,0.00
90.912,0.04,0.76,-0.67,0.31,-0.75,-1.15,0.02,0.01,0.00,0.00
90.913,0.04,0.76,-0.67,0.38,-0.79,-1.26,0.02,0.01,0.00,0.00
90.955,0.04,0.76,-0.67,0.27,-0.81,-1.10,0.02,0.01,0.00,0.00
90.956,0.04,0.76,-0.67,0.27,-0.81,-1.10,0.03,0.02,0.01,0.00
90.957,0.03,0.76,-0.66,0.27,-0.81,-1.10,0.03,0.02,0.01,0.00
90.958,0.04,0.76,-0.67,0.27,-0.81,-1.10,0.03,0.02,0.01,0.00
90.959,0.03,0.77,-0.67,0.27,-0.81,-1.10,0.03,0.02,0.01,0.00
90.991,0.03,0.77,-0.67,0.25,-0.79,-1.08,0.03,0.02,0.01,0.00
90.993,0.03,0.77,-0.67,0.25,-0.79,-1.08,0.02,0.02,0.01,0.00
91.012,0.05,0.76,-0.67,0.25,-0.79,-1.08,0.02,0.02,0.01,0.00
91.013,0.04,0.77,-0.67,0.25,-0.79,-1.08,0.02,0.02,0.01,0.00
91.014,0.06,0.76,-0.68,0.25,-0.79,-1.08,0.02,0.02,0.01,0.00
91.03,0.06,0.76,-0.68,0.35,-0.68,-0.97,0.02,0.02,0.01,0.00
91.031,0.06,0.76,-0.68,0.35,-0.68,-0.97,0.03,0.02,0.01,0.00
91.071,0.06,0.76,-0.68,0.35,-0.68,-0.97,0.04,0.03,0.01,0.00
91.072,0.04,0.76,-0.67,0.35,-0.68,-0.97,0.04,0.03,0.01,0.00
91.073,0.04,0.77,-0.69,0.35,-0.68,-0.97,0.04,0.03,0.01,0.00
91.073,0.04,0.76,-0.68,0.35,-0.68,-0.97,0.04,0.03,0.01,0.00
91.074,0.04,0.76,-0.68,0.23,-0.61,-0.93,0.04,0.03,0.01,0.00
91.111,0.04,0.76,-0.68,0.20,-0.53,-0.82,0.04,0.03,0.01,0.00
91.112,0.04,0.76,-0.68,0.20,-0.53,-0.82,0.03,0.02,0.02,0.00
91.13,0.04,0.77,-0.67,0.20,-0.53,-0.82,0.03,0.02,0.02,0.00
91.132,0.05,0.76,-0.70,0.20,-0.53,-0.82,0.03,0.02,0.02,0.00
91.133,0.06,0.77,-0.70,0.20,-0.53,-0.82,0.03,0.02,0.02,0.00
91.15,0.06,0.77,-0.70,0.24,-0.47,-0.78,0.03,0.02,0.02,0.00
91.152,0.06,0.77,-0.70,0.24,-0.47,-0.78,0.02,0.01,0.01,0.00
91.193,0.06,0.77,-0.70,0.24,-0.47,-0.78,0.03,0.01,0.00,0.00
91.195,0.04,0.77,-0.67,0.24,-0.47,-0.78,0.03,0.01,0.00,0.00
91.196,0.05,0.76,-0.67,0.24,-0.47,-0.78,0.03,0.01,0.00,0.00
91.197,0.04,0.76,-0.68,0.24,-0.47,-0.78,0.03,0.01,0.00,0.00
91.197,0.04,0.76,-0.68,0.16,-0.44,-0.52,0.03,0.01,0.00,0.00
91.228,0.04,0.76,-0.68,0.16,-0.44,-0.52,0.02,0.02,0.01,0.00
91.229,0.04,0.76,-0.68,0.14,-0.39,-0.46,0.02,0.02,0.01,0.00
91.247,0.04,0.77,-0.69,0.14,-0.39,-0.46,0.02,0.02,0.01,0.00
91.248,0.05,0.76,-0.68,0.14,-0.39,-0.46,0.02,0.02,0.01,0.00
91.248,0.05,0.77,-0.68,0.14,-0.39,-0.46,0.02,0.02,0.01,0.00
91.268,0.05,0.77,-0.68,0.14,-0.39,-0.46,0.01,0.02,0.01,0.00
91.268,0.05,0.77,-0.68,0.14,-0.31,-0.52,0.01,0.02,0.01,0.00
91.308,0.05,0.77,-0.68,0.15,-0.29,-0.49,0.01,0.02,0.01,0.00
91.31,0.05,0.77,-0.68,0.15,-0.29,-0.49,0.01,0.01,0.01,0.00
91.31,0.04,0.77,-0.68,0.15,-0.29,-0.49,0.01,0.01,0.01,0.00
91.311,0.06,0.76,-0.69,0.15,-0.29,-0.49,0.01,0.01,0.01,0.00
91.312,0.05,0.76,-0.69,0.15,-0.29,-0.49,0.01,0.01,0.01,0.00
91.358,0.05,0.76,-0.69,0.15,-0.29,-0.49,0.02,0.01,0.01,0.00
91.359,0.05,0.76,-0.69,0.13,-0.26,-0.43,0.02,0.01,0.01,0.00
91.382,0.05,0.77,-0.69,0.13,-0.26,-0.43,0.02,0.01,0.01,0.00
91.383,0.05,0.76,-0.68,0.13,-0.26,-0.43,0.02,0.01,0.01,0.00
91.383,0.04,0.76,-0.68,0.13,-0.26,-0.43,0.02,0.01,0.01,0.00
91.386,0.04,0.76,-0.68,0.08,-0.22,-0.38,0.02,0.01,0.01,0.00
91.386,0.04,0.76,-0.68,0.08,-0.22,-0.38,0.01,-0.01,0.00,0.00
91.425,0.04,0.76,-0.68,0.12,-0.20,-0.33,0.01,-0.01,0.00,0.00
91.426,0.04,0.76,-0.68,0.12,-0.20,-0.33,0.00,-0.01,-0.00,0.00
91.426,0.05,0.77,-0.69,0.12,-0.20,-0.33,0.00,-0.01,-0.00,0.00
91.426,0.05,0.76,-0.69,0.12,-0.20,-0.33,0.00,-0.01,-0.00,0.00
91.427,0.05,0.77,-0.68,0.12,-0.20,-0.33,0.00,-0.01,-0.00,0.00
91.475,0.05,0.77,-0.68,0.12,-0.20,-0.33,-0.00,-0.00,-0.00,0.00
91.477,0.05,0.77,-0.68,0.11,-0.18,-0.29,-0.00,-0.00,-0.00,0.00
91.486,0.05,0.76,-0.68,0.11,-0.18,-0.29,-0.00,-0.00,-0.00,0.00
91.487,0.05,0.76,-0.68,0.11,-0.18,-0.29,-0.00,-0.00,-0.00,0.00
91.487,0.05,0.77,-0.69,0.11,-0.18,-0.29,-0.00,-0.00,-0.00,0.00
91.504,0.05,0.77,-0.69,0.11,-0.18,-0.29,-0.00,-0.00,-0.00,0.00
91.505,0.05,0.77,-0.69,0.05,-0.16,-0.24,-0.00,-0.00,-0.00,0.00
91.544,0.05,0.77,-0.69,0.05,-0.16,-0.24,-0.01,-0.01,-0.00,0.00
91.545,0.05,0.76,-0.68,0.05,-0.16,-0.24,-0.01,-0.01,-0.00,0.00
91.545,0.05,0.77,-0.69,0.05,-0.16,-0.24,-0.01,-0.01,-0.00,0.00
91.546,0.05,0.76,-0.69,0.05,-0.16,-0.24,-0.01,-0.01,-0.00,0.00
91.546,0.05,0.76,-0.69,0.08,-0.14,-0.23,-0.01,-0.01,-0.00,0.00
91.584,0.05,0.76,-0.69,0.08,-0.14,-0.23,-0.01,-0.01,-0.01,0.00
91.586,0.05,0.76,-0.69,0.08,-0.12,-0.21,-0.01,-0.01,-0.01,0.00
91.604,0.05,0.76,-0.69,0.08,-0.12,-0.21,-0.01,-0.01,-0.01,0.00
91.604,0.04,0.77,-0.69,0.08,-0.12,-0.21,-0.01,-0.01,-0.01,0.00
91.605,0.05,0.77,-0.70,0.08,-0.12,-0.21,-0.01,-0.01,-0.01,0.00
91.623,0.05,0.77,-0.70,0.08,-0.12,-0.21,-0.03,-0.03,-0.01,0.00
91.624,0.05,0.77,-0.70,0.06,-0.10,-0.26,-0.03,-0.03,-0.01,0.00
91.664,0.05,0.77,-0.70,0.06,-0.10,-0.26,-0.04,-0.03,-0.01,0.00
91.665,0.05,0.76,-0.68,0.06,-0.10,-0.26,-0.04,-0.03,-0.01,0.00
91.666,0.04,0.76,-0.67,0.06,-0.10,-0.26,-0.04,-0.03,-0.01,0.00
91.667,0.05,0.77,-0.69,0.06,-0.10,-0.26,-0.04,-0.03,-0.01,0.00
91.667,0.05,0.77,-0.69,0.03,-0.12,-0.11,-0.04,-0.03,-0.01,0.00
91.709,0.05,0.77,-0.69,0.04,-0.11,-0.10,-0.04,-0.03,-0.01,0.00
91.711,0.05,0.77,-0.69,0.04,-0.11,-0.10,-0.03,-0.03,-0.01,0.00
91.721,0.04,0.76,-0.68,0.04,-0.11,-0.10,-0.03,-0.03,-0.01,0.00
91.722,0.04,0.77,-0.67,0.04,-0.11,-0.10,-0.03,-0.03,-0.01,0.00
91.723,0.05,0.76,-0.69,0.04,-0.11,-0.10,-0.03,-0.03,-0.01,0.00
91.742,0.05,0.76,-0.69,0.04,-0.11,-0.10,-0.02,-0.02,-0.01,0.00
91.743,0.05,0.76,-0.69,0.02,-0.10,-0.09,-0.02,-0.02,-0.01,0.00
91.781,0.05,0.76,-0.69,0.02,-0.08,-0.10,-0.02,-0.02,-0.01,0.00
91.782,0.05,0.76,-0.69,0.02,-0.08,-0.10,-0.03,-0.03,-0.01,0.00
91.782,0.05,0.77,-0.69,0.02,-0.08,-0.10,-0.03,-0.03,-0.01,0.00
91.782,0.04,0.77,-0.67,0.02,-0.08,-0.10,-0.03,-0.03,-0.01,0.00
91.784,0.04,0.76,-0.67,0.02,-0.08,-0.10,-0.03,-0.03,-0.01,0.00
91.823,0.04,0.76,-0.67,0.03,-0.08,-0.09,-0.03,-0.03,-0.01,0.00
91.825,0.04,0.76,-0.67,0.03,-0.08,-0.09,-0.03,-0.03,-0.01,0.00
91.852,0.04,0.77,-0.68,0.03,-0.08,-0.09,-0.03,-0.03,-0.01,0.00
91.853,0.04,0.77,-0.68,0.03,-0.08,-0.09,-0.03,-0.03,-0.01,0.00
91.854,0.04,0.76,-0.67,0.03,-0.08,-0.09,-0.03,-0.03,-0.01,0.00
91.862,0.04,0.76,-0.67,0.03,-0.08,-0.09,-0.02,-0.04,-0.01,0.00
91.863,0.04,0.76,-0.67,0.03,-0.08,-0.07,-0.02,-0.04,-0.01,0.00
91.901,0.04,0.76,-0.67,0.03,-0.08,-0.07,-0.01,-0.02,-0.01,0.00
91.903,0.04,0.76,-0.66,0.03,-0.08,-0.07,-0.01,-0.02,-0.01,0.00
91.903,0.04,0.76,-0.66,0.03,-0.08,-0.07,-0.01,-0.02,-0.01,0.00
91.904,0.04,0.76,-0.67,0.03,-0.08,-0.07,-0.01,-0.02,-0.01,0.00
91.905,0.04,0.76,-0.67,-0.01,-0.10,0.03,-0.01,-0.02,-0.01,0.00
91.941,0.04,0.76,-0.67,-0.01,-0.10,0.03,0.00,-0.00,0.00,0.00
91.942,0.04,0.76,-0.67,-0.01,-0.08,0.03,0.00,-0.00,0.00,0.00
91.96,0.04,0.77,-0.67,-0.01,-0.08,0.03,0.00,-0.00,0.00,0.00
91.962,0.04,0.77,-0.67,-0.01,-0.08,0.03,0.00,-0.00,0.00,0.00
91.963,0.04,0.77,-0.68,-0.01,-0.08,0.03,0.00,-0.00,0.00,0.00
91.987,0.04,0.77,-0.68,-0.01,-0.08,0.03,0.01,0.00,0.00,0.00
91.988,0.04,0.77,-0.68,0.02,-0.03,-0.05,0.01,0.00,0.00,0.00
92.019,0.04,0.77,-0.68,0.02,-0.03,-0.05,0.01,0.00,0.00,0.00
92.019,0.04,0.77,-0.67,0.02,-0.03,-0.05,0.01,0.00,0.00,0.00
92.02,0.04,0.76,-0.67,0.02,-0.03,-0.05,0.01,0.00,0.00,0.00
92.02,0.03,0.77,-0.67,0.02,-0.03,-0.05,0.01,0.00,0.00,0.00
92.02,0.03,0.77,-0.67,-0.02,-0.04,-0.03,0.01,0.00,0.00,0.00
92.058,0.03,0.77,-0.67,-0.02,-0.04,-0.03,0.01,0.00,0.01,0.00
92.06,0.03,0.77,-0.67,-0.02,-0.03,-0.02,0.01,0.00,0.01,0.00
92.078,0.04,0.77,-0.68,-0.02,-0.03,-0.02,0.01,0.00,0.01,0.00
92.079,0.04,0.77,-0.66,-0.02,-0.03,-0.02,0.01,0.00,0.01,0.00
92.08,0.04,0.76,-0.66,-0.02,-0.03,-0.02,0.01,0.00,0.01,0.00
92.1,0.04,0.76,-0.66,-0.02,-0.03,-0.02,0.03,0.01,0.01,0.00
92.101,0.04,0.76,-0.66,0.01,-0.02,0.03,0.03,0.01,0.01,0.00
92.137,0.04,0.76,-0.66,0.02,-0.02,-0.07,0.03,0.01,0.01,0.00
92.138,0.04,0.76,-0.66,0.02,-0.02,-0.07,0.03,0.03,0.01,0.00
92.139,0.04,0.77,-0.69,0.02,-0.02,-0.07,0.03,0.03,0.01,0.00
92.139,0.04,0.77,-0.68,0.02,-0.02,-0.07,0.03,0.03,0.01,0.00
92.139,0.04,0.76,-0.67,0.02,-0.02,-0.07,0.03,0.03,0.01,0.00
92.185,0.04,0.76,-0.67,0.01,-0.01,-0.06,0.03,0.03,0.01,0.00
92.186,0.04,0.76,-0.67,0.01,-0.01,-0.06,0.02,0.04,0.01,0.00
92.204,0.04,0.77,-0.69,0.01,-0.01,-0.06,0.02,0.04,0.01,0.00
92.205,0.04,0.77,-0.69,0.01,-0.01,-0.06,0.02,0.04,0.01,0.00
92.205,0.04,0.76,-0.68,0.01,-0.01,-0.06,0.02,0.04,0.01,0.00
92.216,0.04,0.76,-0.68,0.01,0.01,-0.11,0.02,0.04,0.01,0.00
92.217,0.04,0.76,-0.68,0.01,0.01,-0.11,0.02,0.03,0.01,0.00
92.255,0.04,0.76,-0.68,0.01,0.01,-0.11,0.02,0.02,0.00,0.00
92.256,0.04,0.77,-0.68,0.01,0.01,-0.11,0.02,0.02,0.00,0.00
92.257,0.04,0.77,-0.68,0.01,0.01,-0.11,0.02,0.02,0.00,0.00
92.257,0.05,0.76,-0.68,0.01,0.01,-0.11,0.02,0.02,0.00,0.00
92.258,0.05,0.76,-0.68,0.01,-0.01,-0.05,0.02,0.02,0.00,0.00
92.296,0.05,0.76,-0.68,0.00,-0.00,-0.04,0.02,0.02,0.00,0.00
92.298,0.05,0.76,-0.68,0.00,-0.00,-0.04,0.02,0.01,0.00,0.00
92.315,0.04,0.77,-0.68,0.00,-0.00,-0.04,0.02,0.01,0.00,0.00
92.317,0.04,0.76,-0.67,0.00,-0.00,-0.04,0.02,0.01,0.00,0.00
92.318,0.04,0.76,-0.67,0.00,-0.00,-0.04,0.02,0.01,0.00,0.00
92.34,0.04,0.76,-0.67,0.00,-0.00,-0.04,0.02,0.02,0.00,0.00
92.341,0.04,0.76,-0.67,-0.02,-0.02,0.00,0.02,0.02,0.00,0.00
92.374,0.04,0.76,-0.67,-0.02,-0.02,0.00,0.01,0.02,0.01,0.00
92.374,0.05,0.76,-0.69,-0.02,-0.02,0.00,0.01,0.02,0.01,0.00
92.375,0.05,0.77,-0.69,-0.02,-0.02,0.00,0.01,0.02,0.01,0.00
92.375,0.04,0.76,-0.68,-0.02,-0.02,0.00,0.01,0.02,0.01,0.00
92.375,0.04,0.76,-0.68,0.01,0.00,-0.06,0.01,0.02,0.01,0.00
92.414,0.04,0.76,-0.68,0.01,0.00,-0.06,0.01,0.01,0.00,0.00
92.416,0.04,0.76,-0.68,0.00,0.01,-0.05,0.01,0.01,0.00,0.00
92.433,0.05,0.76,-0.68,0.00,0.01,-0.05,0.01,0.01,0.00,0.00
92.435,0.05,0.76,-0.68,0.00,0.01,-0.05,0.01,0.01,0.00,0.00
92.435,0.05,0.77,-0.68,0.00,0.01,-0.05,0.01,0.01,0.00,0.00
92.454,0.05,0.77,-0.68,0.00,0.01,-0.05,0.01,0.01,0.00,0.00
92.455,0.05,0.77,-0.68,0.01,-0.01,-0.01,0.01,0.01,0.00,0.00
92.492,0.05,0.77,-0.68,0.01,-0.01,-0.01,0.01,0.00,0.00,0.00
92.493,0.05,0.77,-0.68,-0.00,-0.01,-0.01,0.01,0.00,0.00,0.00
92.494,0.05,0.76,-0.68,-0.00,-0.01,-0.01,0.01,0.00,0.00,0.00
92.494,0.05,0.76,-0.69,-0.00,-0.01,-0.01,0.01,0.00,0.00,0.00
92.494,0.04,0.76,-0.67,-0.00,-0.01,-0.01,0.01,0.00,0.00,0.00
92.531,0.04,0.76,-0.67,-0.01,-0.00,-0.00,0.01,0.00,0.00,0.00
92.532,0.04,0.76,-0.67,-0.01,-0.00,-0.00,0.01,0.01,0.00,0.00
92.552,0.04,0.76,-0.68,-0.01,-0.00,-0.00,0.01,0.01,0.00,0.00
92.553,0.05,0.77,-0.68,-0.01,-0.00,-0.00,0.01,0.01,0.00,0.00
92.554,0.04,0.77,-0.67,-0.01,-0.00,-0.00,0.01,0.01,0.00,0.00
92.572,0.04,0.77,-0.67,-0.02,0.00,0.05,0.01,0.01,0.00,0.00
92.573,0.04,0.77,-0.67,-0.02,0.00,0.05,0.01,0.01,0.01,0.00
92.611,0.04,0.77,-0.67,-0.30,0.11,0.86,0.01,0.01,0.01,0.00
92.612,0.04,0.77,-0.67,-0.30,0.11,0.86,-0.01,0.01,0.00,0.00
92.612,0.03,0.77,-0.66,-0.30,0.11,0.86,-0.01,0.01,0.00,0.00
92.613,0.00,0.79,-0.59,-0.30,0.11,0.86,-0.01,0.01,0.00,0.00
92.613,0.01,0.77,-0.52,-0.30,0.11,0.86,-0.01,0.01,0.00,0.00
92.651,0.01,0.77,-0.52,-0.30,0.11,0.86,0.00,0.02,0.01,0.00
92.652,0.01,0.77,-0.52,-0.30,0.11,0.85,0.00,0.02,0.01,0.00
92.671,0.01,0.76,-0.57,-0.30,0.11,0.85,0.00,0.02,0.01,0.00
92.673,0.05,0.78,-0.69,-0.30,0.11,0.85,0.00,0.02,0.01,0.00
92.673,0.07,0.76,-0.73,-0.30,0.11,0.85,0.00,0.02,0.01,0.00
92.691,0.07,0.76,-0.73,-0.30,0.11,0.85,0.02,0.02,0.01,0.00
92.692,0.07,0.76,-0.73,-0.03,0.03,0.11,0.02,0.02,0.01,0.00
92.73,0.07,0.76,-0.73,-0.03,0.03,0.11,0.02,0.01,0.01,0.00
92.731,0.07,0.74,-0.76,-0.03,0.03,0.11,0.02,0.01,0.01,0.00
92.731,0.09,0.74,-0.80,-0.03,0.03,0.11,0.02,0.01,0.01,0.00
92.731,0.08,0.76,-0.81,-0.03,0.03,0.11,0.02,0.01,0.01,0.00
92.732,0.08,0.76,-0.81,0.33,-0.16,-1.10,0.02,0.01,0.01,0.00
92.77,0.08,0.76,-0.81,0.33,-0.16,-1.10,0.02,0.01,0.00,0.00
92.771,0.08,0.76,-0.81,0.33,-0.15,-1.07,0.02,0.01,0.00,0.00
92.789,0.06,0.76,-0.72,0.33,-0.15,-1.07,0.02,0.01,0.00,0.00
92.791,0.03,0.75,-0.65,0.33,-0.15,-1.07,0.02,0.01,0.00,0.00
92.791,0.04,0.77,-0.65,0.33,-0.15,-1.07,0.02,0.01,0.00,0.00
92.81,0.04,0.77,-0.65,-0.05,0.01,0.08,0.02,0.01,0.00,0.00
92.811,0.04,0.77,-0.65,-0.05,0.01,0.08,-0.01,0.00,0.00,0.00
92.854,0.04,0.77,-0.65,-0.05,0.01,0.08,-0.02,-0.01,-0.00,0.00
92.855,0.04,0.77,-0.68,-0.05,0.01,0.08,-0.02,-0.01,-0.00,0.00
92.856,0.05,0.77,-0.69,-0.05,0.01,0.08,-0.02,-0.01,-0.00,0.00
92.857,0.06,0.76,-0.69,-0.05,0.01,0.08,-0.02,-0.01,-0.00,0.00
92.858,0.06,0.76,-0.69,0.00,0.04,-0.03,-0.02,-0.01,-0.00,0.00
92.888,0.06,0.76,-0.69,0.00,0.04,-0.03,-0.03,-0.02,-0.01,0.00
92.889,0.06,0.76,-0.69,0.01,0.03,-0.03,-0.03,-0.02,-0.01,0.00
92.909,0.06,0.76,-0.70,0.01,0.03,-0.03,-0.03,-0.02,-0.01,0.00
92.91,0.06,0.76,-0.70,0.01,0.03,-0.03,-0.03,-0.02,-0.01,0.00
92.91,0.05,0.76,-0.70,0.01,0.03,-0.03,-0.03,-0.02,-0.01,0.00
92.927,0.05,0.76,-0.70,0.01,0.03,-0.03,-0.03,-0.02,-0.01,0.00
92.928,0.05,0.76,-0.70,0.09,-0.02,-0.19,-0.03,-0.02,-0.01,0.00
92.967,0.05,0.76,-0.70,0.09,-0.02,-0.19,-0.03,-0.03,-0.01,0.00
92.969,0.04,0.76,-0.69,0.09,-0.02,-0.19,-0.03,-0.03,-0.01,0.00
92.969,0.04,0.76,-0.67,0.09,-0.02,-0.19,-0.03,-0.03,-0.01,0.00
92.97,0.04,0.76,-0.68,0.09,-0.02,-0.19,-0.03,-0.03,-0.01,0.00
92.971,0.04,0.76,-0.68,-0.06,-0.02,0.00,-0.03,-0.03,-0.01,0.00
93.006,0.04,0.76,-0.68,-0.06,-0.02,0.00,-0.02,-0.02,-0.01,0.00
93.007,0.04,0.76,-0.68,-0.05,-0.03,-0.00,-0.02,-0.02,-0.01,0.00
93.025,0.05,0.77,-0.68,-0.05,-0.03,-0.00,-0.02,-0.02,-0.01,0.00
93.026,0.05,0.76,-0.67,-0.05,-0.03,-0.00,-0.02,-0.02,-0.01,0.00
93.026,0.05,0.76,-0.69,-0.05,-0.03,-0.00,-0.02,-0.02,-0.01,0.00
93.046,0.05,0.76,-0.69,-0.05,-0.03,-0.00,-0.02,-0.02,-0.01,0.00
93.047,0.05,0.76,-0.69,0.05,0.00,0.00,-0.02,-0.02,-0.01,0.00
93.085,0.05,0.76,-0.69,-0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.086,0.05,0.76,-0.69,-0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.087,0.05,0.76,-0.68,-0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.087,0.05,0.76,-0.68,-0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.088,0.04,0.76,-0.68,-0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.125,0.04,0.76,-0.68,0.00,-0.03,-0.03,-0.02,-0.02,-0.01,0.00
93.126,0.04,0.76,-0.68,0.00,-0.03,-0.03,-0.03,-0.02,-0.01,0.00
93.145,0.04,0.77,-0.68,0.00,-0.03,-0.03,-0.03,-0.02,-0.01,0.00
93.146,0.04,0.76,-0.68,0.00,-0.03,-0.03,-0.03,-0.02,-0.01,0.00
93.147,0.04,0.77,-0.67,0.00,-0.03,-0.03,-0.03,-0.02,-0.01,0.00
