#time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
34.413,-0.08,1.05,-0.14,0.14,0.39,0.86,0.17,-0.29,0.00,0.00
34.413,-0.08,1.05,-0.14,0.14,0.39,0.86,0.22,-0.35,-0.03,0.00
34.452,-0.08,1.05,-0.14,0.14,0.39,0.86,0.28,0.15,0.12,0.00
34.453,-0.06,1.15,-0.23,0.14,0.39,0.86,0.28,0.15,0.12,0.00
34.454,-0.05,1.11,-0.22,0.14,0.39,0.86,0.28,0.15,0.12,0.00
34.454,-0.07,1.04,-0.23,0.14,0.39,0.86,0.28,0.15,0.12,0.00
34.455,-0.07,1.04,-0.23,-0.20,0.61,-0.14,0.28,0.15,0.12,0.00
34.492,-0.07,1.04,-0.23,-0.20,0.61,-0.14,0.20,0.49,0.25,0.00
34.494,-0.07,1.04,-0.23,-0.31,0.61,-0.06,0.20,0.49,0.25,0.00
34.524,-0.11,1.07,-0.21,-0.31,0.61,-0.06,0.20,0.49,0.25,0.00
34.526,-0.03,1.09,-0.18,-0.31,0.61,-0.06,0.20,0.49,0.25,0.00
34.526,0.10,1.04,-0.16,-0.31,0.61,-0.06,0.20,0.49,0.25,0.00
34.532,0.10,1.04,-0.16,-0.31,0.61,-0.06,0.13,0.46,0.28,0.00
34.532,0.10,1.04,-0.16,-0.55,0.66,-0.94,0.13,0.46,0.28,0.00
34.571,0.10,1.04,-0.16,-0.55,0.66,-0.94,0.16,0.59,0.17,0.00
34.572,0.07,0.94,-0.20,-0.55,0.66,-0.94,0.16,0.59,0.17,0.00
34.572,0.03,0.85,-0.18,-0.55,0.66,-0.94,0.16,0.59,0.17,0.00
34.572,0.01,0.82,-0.09,-0.55,0.66,-0.94,0.16,0.59,0.17,0.00
34.572,0.01,0.82,-0.09,0.55,0.20,-0.46,0.16,0.59,0.17,0.00
34.61,0.01,0.82,-0.09,0.55,0.20,-0.46,0.14,0.41,0.16,0.00
34.611,0.01,0.82,-0.09,0.46,0.20,-0.40,0.14,0.41,0.16,0.00
34.63,-0.01,0.89,-0.13,0.46,0.20,-0.40,0.14,0.41,0.16,0.00
34.631,0.04,0.91,-0.05,0.46,0.20,-0.40,0.14,0.41,0.16,0.00
34.631,0.01,0.98,0.07,0.46,0.20,-0.40,0.14,0.41,0.16,0.00
34.65,0.01,0.98,0.07,0.12,-1.48,0.03,0.14,0.41,0.16,0.00
34.651,0.01,0.98,0.07,0.12,-1.48,0.03,-0.01,-0.52,-0.01,0.00
34.691,0.01,0.98,0.07,0.34,-0.12,1.66,-0.01,-0.52,-0.01,0.00
34.692,0.01,0.98,0.07,0.34,-0.12,1.66,0.24,-1.46,-0.30,0.00
34.693,-0.01,1.07,0.06,0.34,-0.12,1.66,0.24,-1.46,-0.30,0.00
34.694,0.16,1.11,-0.13,0.34,-0.12,1.66,0.24,-1.46,-0.30,0.00
34.695,0.23,1.11,-0.38,0.34,-0.12,1.66,0.24,-1.46,-0.30,0.00
34.738,0.23,1.11,-0.38,0.44,-0.10,1.75,0.24,-1.46,-0.30,0.00
34.739,0.23,1.11,-0.38,0.44,-0.10,1.75,0.33,-0.92,-0.12,0.00
34.789,0.08,1.06,-0.38,0.44,-0.10,1.75,0.33,-0.92,-0.12,0.00
34.789,-0.05,0.96,-0.28,0.44,-0.10,1.75,0.33,-0.92,-0.12,0.00
34.79,-0.02,0.95,-0.17,0.44,-0.10,1.75,0.33,-0.92,-0.12,0.00
34.79,-0.02,0.95,-0.17,0.44,-0.10,1.75,0.20,-0.18,0.02,0.00
34.791,-0.02,0.95,-0.17,1.78,0.92,-1.32,0.20,-0.18,0.02,0.00
34.808,-0.02,0.95,-0.17,1.78,0.92,-1.32,0.02,0.14,-0.00,0.00
34.809,-0.02,0.95,-0.17,0.09,-0.47,-0.34,0.02,0.14,-0.00,0.00
34.81,0.02,0.93,-0.15,0.09,-0.47,-0.34,0.02,0.14,-0.00,0.00
34.81,-0.00,0.96,-0.19,0.09,-0.47,-0.34,0.02,0.14,-0.00,0.00
34.81,-0.00,0.99,-0.20,0.09,-0.47,-0.34,0.02,0.14,-0.00,0.00
34.854,-0.00,0.99,-0.20,0.04,-0.47,-0.38,0.02,0.14,-0.00,0.00
34.856,-0.00,0.99,-0.20,0.04,-0.47,-0.38,-0.12,0.49,0.04,0.00
34.894,0.01,0.97,-0.20,0.04,-0.47,-0.38,-0.12,0.49,0.04,0.00
34.895,-0.01,0.97,-0.08,0.04,-0.47,-0.38,-0.12,0.49,0.04,0.00
34.895,0.03,0.90,-0.06,0.04,-0.47,-0.38,-0.12,0.49,0.04,0.00
34.895,0.03,0.90,-0.06,0.04,-0.47,-0.38,0.02,0.40,-0.01,0.00
34.896,0.03,0.90,-0.06,0.21,-0.25,-0.36,0.02,0.40,-0.01,0.00
34.927,0.03,0.90,-0.06,0.18,-0.38,0.69,0.02,0.40,-0.01,0.00
34.928,0.03,0.90,-0.06,0.18,-0.38,0.69,0.01,0.27,-0.05,0.00
34.928,-0.03,1.00,-0.13,0.18,-0.38,0.69,0.01,0.27,-0.05,0.00
34.929,-0.05,1.05,-0.25,0.18,-0.38,0.69,0.01,0.27,-0.05,0.00
34.929,-0.13,1.09,-0.30,0.18,-0.38,0.69,0.01,0.27,-0.05,0.00
34.97,-0.13,1.09,-0.30,0.16,-0.38,0.67,0.01,0.27,-0.05,0.00
34.971,-0.13,1.09,-0.30,0.16,-0.38,0.67,-0.04,0.15,0.04,0.00
35.012,-0.13,1.14,-0.17,0.16,-0.38,0.67,-0.04,0.15,0.04,0.00
35.012,-0.07,1.07,-0.17,0.16,-0.38,0.67,-0.04,0.15,0.04,0.00
35.013,-0.05,1.01,-0.19,0.16,-0.38,0.67,-0.04,0.15,0.04,0.00
35.013,-0.05,1.01,-0.19,-0.79,0.97,-0.77,-0.04,0.15,0.04,0.00
35.014,-0.05,1.01,-0.19,-0.79,0.97,-0.77,0.00,-0.06,-0.06,0.00
35.045,-0.05,1.01,-0.19,-0.79,0.97,-0.77,-0.02,-0.01,-0.10,0.00
35.046,-0.07,1.03,-0.19,-0.79,0.97,-0.77,-0.02,-0.01,-0.10,0.00
35.047,-0.07,1.03,-0.19,-0.79,0.97,-0.77,-0.02,-0.01,-0.10,0.00
35.047,-0.05,0.99,-0.18,-0.79,0.97,-0.77,-0.02,-0.01,-0.10,0.00
35.047,-0.05,0.99,-0.18,-0.34,0.36,-0.24,-0.02,-0.01,-0.10,0.00
35.085,-0.05,0.99,-0.18,-0.34,0.36,-0.24,0.00,-0.04,-0.17,0.00
35.087,-0.05,0.99,-0.18,-0.27,0.36,-0.23,0.00,-0.04,-0.17,0.00
35.105,-0.05,0.97,-0.14,-0.27,0.36,-0.23,0.00,-0.04,-0.17,0.00
35.106,-0.04,1.02,-0.13,-0.27,0.36,-0.23,0.00,-0.04,-0.17,0.00
35.107,-0.02,1.08,-0.15,-0.27,0.36,-0.23,0.00,-0.04,-0.17,0.00
35.125,-0.02,1.08,-0.15,-0.18,-0.04,-0.09,0.00,-0.04,-0.17,0.00
35.126,-0.02,1.08,-0.15,-0.18,-0.04,-0.09,0.06,0.02,-0.11,0.00
35.171,-0.02,1.08,-0.15,-0.18,-0.04,-0.09,0.04,0.10,-0.08,0.00
35.172,-0.02,1.09,-0.17,-0.18,-0.04,-0.09,0.04,0.10,-0.08,0.00
35.172,-0.04,1.05,-0.18,-0.18,-0.04,-0.09,0.04,0.10,-0.08,0.00
35.173,-0.05,1.00,-0.17,-0.18,-0.04,-0.09,0.04,0.10,-0.08,0.00
35.173,-0.05,1.00,-0.17,0.14,0.61,0.14,0.04,0.10,-0.08,0.00
35.203,-0.05,1.00,-0.17,0.14,0.61,0.14,0.08,0.07,-0.11,0.00
35.204,-0.05,1.00,-0.17,0.17,0.61,0.17,0.08,0.07,-0.11,0.00
35.223,-0.05,0.97,-0.17,0.17,0.61,0.17,0.08,0.07,-0.11,0.00
35.224,-0.07,0.96,-0.18,0.17,0.61,0.17,0.08,0.07,-0.11,0.00
35.224,-0.11,0.96,-0.17,0.17,0.61,0.17,0.08,0.07,-0.11,0.00
35.242,-0.11,0.96,-0.17,0.17,0.61,0.17,0.22,0.05,-0.13,0.00
35.243,-0.11,0.96,-0.17,0.01,0.10,0.05,0.22,0.05,-0.13,0.00
35.282,-0.11,0.96,-0.17,0.01,0.10,0.05,0.35,0.26,-0.15,0.00
35.282,-0.13,1.00,-0.14,0.01,0.10,0.05,0.35,0.26,-0.15,0.00
35.283,-0.12,1.06,-0.13,0.01,0.10,0.05,0.35,0.26,-0.15,0.00
35.283,-0.09,1.06,-0.17,0.01,0.10,0.05,0.35,0.26,-0.15,0.00
35.283,-0.09,1.06,-0.17,-0.49,-0.19,0.25,0.35,0.26,-0.15,0.00
35.322,-0.09,1.06,-0.17,-0.49,-0.19,0.25,0.48,0.48,-0.25,0.00
35.324,-0.09,1.06,-0.17,-0.42,-0.15,0.44,0.48,0.48,-0.25,0.00
35.342,-0.08,1.02,-0.23,-0.42,-0.15,0.44,0.48,0.48,-0.25,0.00
35.343,-0.09,1.04,-0.27,-0.42,-0.15,0.44,0.48,0.48,-0.25,0.00
35.344,-0.07,1.15,-0.34,-0.42,-0.15,0.44,0.48,0.48,-0.25,0.00
35.365,-0.07,1.15,-0.34,-0.42,-0.15,0.44,0.64,0.44,-0.22,0.00
35.366,-0.07,1.15,-0.34,-0.31,0.62,0.58,0.64,0.44,-0.22,0.00
35.4,-0.07,1.15,-0.34,0.12,1.33,-0.44,0.64,0.44,-0.22,0.00
35.401,-0.07,1.15,-0.34,0.12,1.33,-0.44,0.56,0.09,-0.30,0.00
35.401,-0.03,1.16,-0.29,0.12,1.33,-0.44,0.56,0.09,-0.30,0.00
35.402,0.13,0.98,-0.22,0.12,1.33,-0.44,0.56,0.09,-0.30,0.00
35.402,0.23,0.82,-0.22,0.12,1.33,-0.44,0.56,0.09,-0.30,0.00
35.44,0.23,0.82,-0.22,0.12,1.33,-0.44,0.22,0.09,-0.25,0.00
35.441,0.23,0.82,-0.22,0.20,1.34,-0.35,0.22,0.09,-0.25,0.00
35.46,0.09,0.88,-0.21,0.20,1.34,-0.35,0.22,0.09,-0.25,0.00
35.46,-0.10,0.93,-0.24,0.20,1.34,-0.35,0.22,0.09,-0.25,0.00
35.461,-0.22,0.92,-0.23,0.20,1.34,-0.35,0.22,0.09,-0.25,0.00
35.48,-0.22,0.92,-0.23,0.20,1.34,-0.35,0.21,0.02,-0.07,0.00
35.482,-0.22,0.92,-0.23,2.30,-0.82,0.58,0.21,0.02,-0.07,0.00
35.519,-0.22,0.92,-0.23,2.30,-0.82,0.58,0.06,0.00,-0.06,0.00
35.52,-0.22,0.91,-0.24,2.30,-0.82,0.58,0.06,0.00,-0.06,0.00
35.52,-0.21,0.86,-0.29,2.30,-0.82,0.58,0.06,0.00,-0.06,0.00
35.52,-0.21,0.76,-0.26,2.30,-0.82,0.58,0.06,0.00,-0.06,0.00
35.521,-0.21,0.76,-0.26,-0.91,-0.53,0.38,0.06,0.00,-0.06,0.00
35.559,-0.21,0.76,-0.26,-0.91,-0.53,0.38,-0.07,0.20,-0.10,0.00
35.56,-0.21,0.76,-0.26,-0.88,-0.53,0.36,-0.07,0.20,-0.10,0.00
35.579,-0.17,0.74,-0.25,-0.88,-0.53,0.36,-0.07,0.20,-0.10,0.00
35.58,-0.12,0.84,-0.33,-0.88,-0.53,0.36,-0.07,0.20,-0.10,0.00
35.58,-0.05,0.92,-0.41,-0.88,-0.53,0.36,-0.07,0.20,-0.10,0.00
35.598,-0.05,0.92,-0.41,-1.02,-1.81,0.04,-0.07,0.20,-0.10,0.00
35.599,-0.05,0.92,-0.41,-1.02,-1.81,0.04,0.01,0.04,-0.08,0.00
35.637,-0.05,0.92,-0.41,0.20,-0.66,-1.04,0.01,0.04,-0.08,0.00
35.638,-0.05,0.92,-0.41,0.20,-0.66,-1.04,-0.05,-0.06,0.02,0.00
35.638,-0.05,0.94,-0.40,0.20,-0.66,-1.04,-0.05,-0.06,0.02,0.00
35.639,-0.13,0.95,-0.30,0.20,-0.66,-1.04,-0.05,-0.06,0.02,0.00
35.639,-0.16,0.97,-0.21,0.20,-0.66,-1.04,-0.05,-0.06,0.02,0.00
35.678,-0.16,0.97,-0.21,0.15,-0.65,-1.03,-0.05,-0.06,0.02,0.00
35.68,-0.16,0.97,-0.21,0.15,-0.65,-1.03,-0.02,0.05,0.11,0.00
35.697,-0.11,0.98,-0.21,0.15,-0.65,-1.03,-0.02,0.05,0.11,0.00
35.699,-0.04,0.92,-0.30,0.15,-0.65,-1.03,-0.02,0.05,0.11,0.00
35.699,-0.01,0.95,-0.34,0.15,-0.65,-1.03,-0.02,0.05,0.11,0.00
35.718,-0.01,0.95,-0.34,-0.47,-0.03,0.34,-0.02,0.05,0.11,0.00
35.719,-0.01,0.95,-0.34,-0.47,-0.03,0.34,0.01,-0.02,0.03,0.00
35.756,-0.01,0.95,-0.34,0.70,0.07,-0.44,0.01,-0.02,0.03,0.00
35.758,-0.01,0.95,-0.34,0.70,0.07,-0.44,-0.01,-0.11,-0.07,0.00
35.758,-0.01,1.06,-0.31,0.70,0.07,-0.44,-0.01,-0.11,-0.07,0.00
35.759,-0.03,1.11,-0.33,0.70,0.07,-0.44,-0.01,-0.11,-0.07,0.00
35.76,-0.08,1.06,-0.29,0.70,0.07,-0.44,-0.01,-0.11,-0.07,0.00
35.797,-0.08,1.06,-0.29,0.70,0.07,-0.44,0.03,-0.14,-0.04,0.00
35.797,-0.08,1.06,-0.29,0.72,0.07,-0.43,0.03,-0.14,-0.04,0.00
35.816,-0.16,0.97,-0.22,0.72,0.07,-0.43,0.03,-0.14,-0.04,0.00
35.816,-0.12,0.97,-0.32,0.72,0.07,-0.43,0.03,-0.14,-0.04,0.00
35.817,-0.05,1.07,-0.31,0.72,0.07,-0.43,0.03,-0.14,-0.04,0.00
35.835,-0.05,1.07,-0.31,0.72,0.07,-0.43,-0.01,-0.18,0.01,0.00
35.836,-0.05,1.07,-0.31,0.03,0.74,-0.08,-0.01,-0.18,0.01,0.00
35.875,-0.05,1.07,-0.31,0.03,0.74,-0.08,0.04,-0.09,0.06,0.00
35.875,-0.08,1.04,-0.24,0.03,0.74,-0.08,0.04,-0.09,0.06,0.00
35.876,-0.15,0.96,-0.29,0.03,0.74,-0.08,0.04,-0.09,0.06,0.00
35.876,-0.16,0.93,-0.33,0.03,0.74,-0.08,0.04,-0.09,0.06,0.00
35.877,-0.16,0.93,-0.33,0.09,0.55,-0.15,0.04,-0.09,0.06,0.00
35.914,-0.16,0.93,-0.33,0.03,0.54,-0.14,0.04,-0.09,0.06,0.00
35.915,-0.16,0.93,-0.33,0.03,0.54,-0.14,0.02,0.05,0.15,0.00
35.934,-0.16,0.94,-0.28,0.03,0.54,-0.14,0.02,0.05,0.15,0.00
35.935,-0.21,1.01,-0.28,0.03,0.54,-0.14,0.02,0.05,0.15,0.00
35.935,-0.23,1.05,-0.31,0.03,0.54,-0.14,0.02,0.05,0.15,0.00
35.954,-0.23,1.05,-0.31,0.03,0.54,-0.14,0.04,0.14,0.17,0.00
35.956,-0.23,1.05,-0.31,-0.76,-0.26,-0.20,0.04,0.14,0.17,0.00
36.001,-0.23,1.05,-0.31,-1.31,0.36,-0.15,0.04,0.14,0.17,0.00
36.002,-0.23,1.05,-0.31,-1.31,0.36,-0.15,0.09,0.19,0.16,0.00
36.003,-0.19,0.97,-0.30,-1.31,0.36,-0.15,0.09,0.19,0.16,0.00
36.004,-0.12,0.94,-0.32,-1.31,0.36,-0.15,0.09,0.19,0.16,0.00
36.005,-0.04,1.00,-0.30,-1.31,0.36,-0.15,0.09,0.19,0.16,0.00
36.049,-0.04,1.00,-0.30,-1.31,0.36,-0.15,0.09,0.28,0.14,0.00
36.05,-0.04,1.00,-0.30,-1.37,0.36,-0.11,0.09,0.28,0.14,0.00
36.052,-0.04,0.97,-0.27,-1.37,0.36,-0.11,0.09,0.28,0.14,0.00
36.053,-0.06,0.87,-0.30,-1.37,0.36,-0.11,0.09,0.28,0.14,0.00
36.053,-0.03,0.93,-0.29,-1.37,0.36,-0.11,0.09,0.28,0.14,0.00
36.073,-0.03,0.93,-0.29,-1.37,0.36,-0.11,-0.05,0.32,0.15,0.00
36.074,-0.03,0.93,-0.29,-0.08,-0.03,-0.09,-0.05,0.32,0.15,0.00
36.118,-0.03,0.93,-0.29,-0.08,-0.03,-0.09,-0.06,0.16,0.12,0.00
36.119,0.07,1.05,-0.24,-0.08,-0.03,-0.09,-0.06,0.16,0.12,0.00
36.12,0.10,1.08,-0.24,-0.08,-0.03,-0.09,-0.06,0.16,0.12,0.00
36.121,0.08,1.03,-0.27,-0.08,-0.03,-0.09,-0.06,0.16,0.12,0.00
36.122,0.08,1.03,-0.27,0.42,-0.21,0.05,-0.06,0.16,0.12,0.00
36.152,0.08,1.03,-0.27,0.39,-0.21,0.06,-0.06,0.16,0.12,0.00
36.152,0.08,1.03,-0.27,0.39,-0.21,0.06,0.01,-0.04,0.09,0.00
36.172,0.03,0.96,-0.24,0.39,-0.21,0.06,0.01,-0.04,0.09,0.00
36.173,-0.00,0.93,-0.23,0.39,-0.21,0.06,0.01,-0.04,0.09,0.00
36.173,0.02,0.94,-0.26,0.39,-0.21,0.06,0.01,-0.04,0.09,0.00
36.191,0.02,0.94,-0.26,0.39,-0.21,0.06,-0.04,-0.12,0.09,0.00
36.192,0.02,0.94,-0.26,1.10,0.49,0.30,-0.04,-0.12,0.09,0.00
36.23,0.02,0.94,-0.26,0.53,-0.39,0.30,-0.04,-0.12,0.09,0.00
36.231,0.02,0.94,-0.26,0.53,-0.39,0.30,-0.04,-0.13,0.08,0.00
36.232,0.02,0.94,-0.26,0.53,-0.39,0.30,-0.04,-0.13,0.08,0.00
36.232,0.01,0.93,-0.26,0.53,-0.39,0.30,-0.04,-0.13,0.08,0.00
36.233,-0.04,0.94,-0.25,0.53,-0.39,0.30,-0.04,-0.13,0.08,0.00
36.27,-0.04,0.94,-0.25,0.53,-0.39,0.30,-0.08,-0.20,0.11,0.00
36.271,-0.04,0.94,-0.25,0.50,-0.39,0.26,-0.08,-0.20,0.11,0.00
36.289,-0.08,0.97,-0.27,0.50,-0.39,0.26,-0.08,-0.20,0.11,0.00
36.29,-0.05,0.99,-0.30,0.50,-0.39,0.26,-0.08,-0.20,0.11,0.00
36.29,-0.06,0.91,-0.31,0.50,-0.39,0.26,-0.08,-0.20,0.11,0.00
36.31,-0.06,0.91,-0.31,-0.02,-0.26,0.11,-0.08,-0.20,0.11,0.00
36.312,-0.06,0.91,-0.31,-0.02,-0.26,0.11,-0.12,-0.09,0.11,0.00
36.35,-0.06,0.91,-0.31,-0.02,-0.26,0.11,-0.11,0.05,0.08,0.00
36.351,-0.11,0.91,-0.30,-0.02,-0.26,0.11,-0.11,0.05,0.08,0.00
36.352,-0.09,0.96,-0.30,-0.02,-0.26,0.11,-0.11,0.05,0.08,0.00
36.353,-0.05,0.97,-0.29,-0.02,-0.26,0.11,-0.11,0.05,0.08,0.00
36.354,-0.05,0.97,-0.29,-0.42,-0.38,-0.38,-0.11,0.05,0.08,0.00
36.392,-0.05,0.97,-0.29,-0.42,-0.38,-0.38,-0.16,0.04,0.01,0.00
36.393,-0.05,0.97,-0.29,-0.42,-0.39,-0.43,-0.16,0.04,0.01,0.00
36.407,-0.05,0.96,-0.26,-0.42,-0.39,-0.43,-0.16,0.04,0.01,0.00
36.408,-0.02,0.93,-0.19,-0.42,-0.39,-0.43,-0.16,0.04,0.01,0.00
36.409,0.02,0.91,-0.24,-0.42,-0.39,-0.43,-0.16,0.04,0.01,0.00
36.427,0.02,0.91,-0.24,-0.42,-0.39,-0.43,-0.11,-0.03,-0.07,0.00
36.428,0.02,0.91,-0.24,-0.25,-0.17,-0.26,-0.11,-0.03,-0.07,0.00
36.467,0.02,0.91,-0.24,-0.25,-0.17,-0.26,-0.07,-0.12,-0.08,0.00
36.467,0.02,0.91,-0.24,0.47,-0.59,0.19,-0.07,-0.12,-0.08,0.00
36.467,0.03,0.91,-0.28,0.47,-0.59,0.19,-0.07,-0.12,-0.08,0.00
36.468,0.03,0.92,-0.25,0.47,-0.59,0.19,-0.07,-0.12,-0.08,0.00
36.468,0.01,0.87,-0.23,0.47,-0.59,0.19,-0.07,-0.12,-0.08,0.00
36.507,0.01,0.87,-0.23,0.47,-0.59,0.19,-0.05,-0.20,-0.05,0.00
36.507,0.01,0.87,-0.23,0.49,-0.58,0.17,-0.05,-0.20,-0.05,0.00
36.526,-0.01,0.86,-0.21,0.49,-0.58,0.17,-0.05,-0.20,-0.05,0.00
36.527,0.01,0.95,-0.23,0.49,-0.58,0.17,-0.05,-0.20,-0.05,0.00
36.527,0.00,1.03,-0.25,0.49,-0.58,0.17,-0.05,-0.20,-0.05,0.00
36.547,0.00,1.03,-0.25,0.48,-0.89,0.19,-0.05,-0.20,-0.05,0.00
36.548,0.00,1.03,-0.25,0.48,-0.89,0.19,-0.04,-0.24,0.02,0.00
36.598,0.00,1.03,-0.25,0.48,-0.89,0.19,-0.04,-0.16,0.08,0.00
36.599,-0.06,1.02,-0.27,0.48,-0.89,0.19,-0.04,-0.16,0.08,0.00
36.6,-0.09,1.02,-0.31,0.48,-0.89,0.19,-0.04,-0.16,0.08,0.00
36.601,-0.07,1.11,-0.29,0.48,-0.89,0.19,-0.04,-0.16,0.08,0.00
36.602,-0.07,1.11,-0.29,0.23,0.23,-0.01,-0.04,-0.16,0.08,0.00
36.646,-0.07,1.11,-0.29,0.23,0.23,-0.01,-0.01,-0.09,0.08,0.00
36.646,-0.07,1.11,-0.29,0.20,0.22,-0.01,-0.01,-0.09,0.08,0.00
36.647,-0.07,1.16,-0.25,0.20,0.22,-0.01,-0.01,-0.09,0.08,0.00
36.647,-0.11,1.14,-0.28,0.20,0.22,-0.01,-0.01,-0.09,0.08,0.00
36.648,-0.14,1.08,-0.32,0.20,0.22,-0.01,-0.01,-0.09,0.08,0.00
36.665,-0.14,1.08,-0.32,0.20,0.22,-0.01,0.12,0.04,0.05,0.00
36.666,-0.14,1.08,-0.32,-0.39,1.16,-0.29,0.12,0.04,0.05,0.00
36.705,-0.14,1.08,-0.32,-0.89,1.15,-0.35,0.12,0.04,0.05,0.00
36.706,-0.14,1.08,-0.32,-0.89,1.15,-0.35,0.16,0.15,-0.06,0.00
36.706,-0.14,1.06,-0.29,-0.89,1.15,-0.35,0.16,0.15,-0.06,0.00
36.707,-0.10,1.14,-0.25,-0.89,1.15,-0.35,0.16,0.15,-0.06,0.00
36.708,-0.05,1.17,-0.29,-0.89,1.15,-0.35,0.16,0.15,-0.06,0.00
36.744,-0.05,1.17,-0.29,-0.89,1.15,-0.35,0.16,0.20,-0.19,0.00
36.745,-0.05,1.17,-0.29,-0.82,1.15,-0.28,0.16,0.20,-0.19,0.00
36.77,-0.03,1.05,-0.33,-0.82,1.15,-0.28,0.16,0.20,-0.19,0.00
36.771,-0.07,0.85,-0.36,-0.82,1.15,-0.28,0.16,0.20,-0.19,0.00
36.771,-0.04,0.87,-0.18,-0.82,1.15,-0.28,0.16,0.20,-0.19,0.00
36.783,-0.04,0.87,-0.18,-0.04,1.36,-0.20,0.16,0.20,-0.19,0.00
36.784,-0.04,0.87,-0.18,-0.04,1.36,-0.20,0.01,0.18,-0.24,0.00
36.823,-0.04,0.87,-0.18,0.15,-0.70,0.39,0.01,0.18,-0.24,0.00
36.824,-0.04,0.87,-0.18,0.15,-0.70,0.39,0.16,0.01,-0.23,0.00
36.825,-0.03,1.00,-0.16,0.15,-0.70,0.39,0.16,0.01,-0.23,0.00
36.825,-0.01,1.04,-0.24,0.15,-0.70,0.39,0.16,0.01,-0.23,0.00
36.826,-0.02,0.99,-0.29,0.15,-0.70,0.39,0.16,0.01,-0.23,0.00
36.864,-0.02,0.99,-0.29,0.24,-0.67,0.42,0.16,0.01,-0.23,0.00
36.865,-0.02,0.99,-0.29,0.24,-0.67,0.42,0.11,-0.06,-0.25,0.00
36.91,-0.07,0.92,-0.28,0.24,-0.67,0.42,0.11,-0.06,-0.25,0.00
36.911,-0.06,0.79,-0.23,0.24,-0.67,0.42,0.11,-0.06,-0.25,0.00
36.912,-0.05,0.83,-0.28,0.24,-0.67,0.42,0.11,-0.06,-0.25,0.00
36.912,-0.05,0.83,-0.28,0.24,-0.67,0.42,0.02,-0.01,-0.12,0.00
36.912,-0.05,0.83,-0.28,0.42,0.07,0.09,0.02,-0.01,-0.12,0.00
36.942,-0.05,0.83,-0.28,0.42,0.07,0.09,0.01,-0.06,0.06,0.00
36.942,-0.09,0.91,-0.38,0.42,0.07,0.09,0.01,-0.06,0.06,0.00
36.943,-0.14,0.86,-0.31,0.42,0.07,0.09,0.01,-0.06,0.06,0.00
36.943,-0.11,0.82,-0.22,0.42,0.07,0.09,0.01,-0.06,0.06,0.00
36.944,-0.11,0.82,-0.22,0.08,-1.24,-0.20,0.01,-0.06,0.06,0.00
36.981,-0.11,0.82,-0.22,0.06,-1.23,-0.22,0.01,-0.06,0.06,0.00
36.983,-0.11,0.82,-0.22,0.06,-1.23,-0.22,-0.06,-0.07,0.08,0.00
37.023,-0.03,0.83,-0.26,0.06,-1.23,-0.22,-0.06,-0.07,0.08,0.00
37.024,0.01,0.88,-0.33,0.06,-1.23,-0.22,-0.06,-0.07,0.08,0.00
37.025,0.00,0.96,-0.36,0.06,-1.23,-0.22,-0.06,-0.07,0.08,0.00
37.025,0.00,0.96,-0.36,0.06,-1.23,-0.22,-0.04,-0.21,0.04,0.00
37.025,0.00,0.96,-0.36,-0.20,-1.28,0.09,-0.04,-0.21,0.04,0.00
37.06,0.00,0.96,-0.36,0.57,-0.06,-0.72,-0.04,-0.21,0.04,0.00
37.061,0.00,0.96,-0.36,0.57,-0.06,-0.72,-0.02,-0.26,0.03,0.00
37.061,-0.05,1.05,-0.35,0.57,-0.06,-0.72,-0.02,-0.26,0.03,0.00
37.061,-0.13,1.09,-0.23,0.57,-0.06,-0.72,-0.02,-0.26,0.03,0.00
37.062,-0.19,1.02,-0.16,0.57,-0.06,-0.72,-0.02,-0.26,0.03,0.00
37.1,-0.19,1.02,-0.16,0.54,-0.05,-0.69,-0.02,-0.26,0.03,0.00
37.101,-0.19,1.02,-0.16,0.54,-0.05,-0.69,0.04,-0.12,0.09,0.00
37.141,-0.16,0.93,-0.32,0.54,-0.05,-0.69,0.04,-0.12,0.09,0.00
37.142,-0.11,0.92,-0.32,0.54,-0.05,-0.69,0.04,-0.12,0.09,0.00
37.143,-0.09,0.96,-0.18,0.54,-0.05,-0.69,0.04,-0.12,0.09,0.00
37.143,-0.09,0.96,-0.18,0.54,-0.05,-0.69,0.02,-0.15,0.02,0.00
37.143,-0.09,0.96,-0.18,-0.86,0.46,0.37,0.02,-0.15,0.02,0.00
37.179,-0.09,0.96,-0.18,-0.17,-0.19,0.39,0.02,-0.15,0.02,0.00
37.181,-0.09,0.96,-0.18,-0.17,-0.19,0.39,0.01,-0.04,0.02,0.00
37.181,-0.07,0.97,-0.21,-0.17,-0.19,0.39,0.01,-0.04,0.02,0.00
37.182,-0.07,0.93,-0.30,-0.17,-0.19,0.39,0.01,-0.04,0.02,0.00
37.183,-0.08,0.93,-0.35,-0.17,-0.19,0.39,0.01,-0.04,0.02,0.00
37.219,-0.08,0.93,-0.35,-0.18,-0.20,0.34,0.01,-0.04,0.02,0.00
37.221,-0.08,0.93,-0.35,-0.18,-0.20,0.34,-0.10,-0.01,0.04,0.00
37.263,-0.08,0.96,-0.33,-0.18,-0.20,0.34,-0.10,-0.01,0.04,0.00
37.264,-0.03,1.04,-0.26,-0.18,-0.20,0.34,-0.10,-0.01,0.04,0.00
