time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
19.381,-0.04,1.02,-0.08,0.03,0.05,0.05,-0.02,0.08,0.04,0.00
19.4,-0.04,1.01,-0.07,0.03,0.05,0.05,-0.02,0.08,0.04,0.00
19.401,-0.04,1.01,-0.07,0.03,0.05,0.05,-0.02,0.08,0.04,0.00
19.402,-0.04,1.01,-0.07,0.03,0.05,0.05,-0.02,0.08,0.04,0.00
19.42,-0.04,1.01,-0.07,0.03,0.05,0.05,-0.02,0.07,0.03,0.00
19.421,-0.04,1.01,-0.07,0.03,0.07,0.01,-0.02,0.07,0.03,0.00
19.459,-0.04,1.01,-0.07,0.03,0.07,0.01,-0.01,0.07,0.02,0.00
19.461,-0.04,1.01,-0.07,0.03,0.07,0.01,-0.01,0.07,0.02,0.00
19.461,-0.04,1.01,-0.07,0.03,0.07,0.01,-0.01,0.07,0.02,0.00
19.461,-0.04,1.01,-0.07,0.03,0.07,0.01,-0.01,0.07,0.02,0.00
19.462,-0.04,1.01,-0.07,0.03,0.01,0.04,-0.01,0.07,0.02,0.00
19.499,-0.04,1.01,-0.07,0.02,0.01,0.04,-0.01,0.07,0.02,0.00
19.5,-0.04,1.01,-0.07,0.02,0.01,0.04,-0.00,0.09,0.01,0.00
19.518,-0.04,1.01,-0.07,0.02,0.01,0.04,-0.00,0.09,0.01,0.00
19.519,-0.04,1.01,-0.07,0.02,0.01,0.04,-0.00,0.09,0.01,0.00
19.519,-0.04,1.01,-0.07,0.02,0.01,0.04,-0.00,0.09,0.01,0.00
19.538,-0.04,1.01,-0.07,0.02,0.01,0.04,0.01,0.09,0.00,0.00
19.539,-0.04,1.01,-0.07,0.03,0.02,0.04,0.01,0.09,0.00,0.00
19.579,-0.04,1.01,-0.07,0.03,0.02,0.04,0.02,0.09,-0.01,0.00
19.579,-0.04,1.01,-0.07,0.03,0.02,0.04,0.02,0.09,-0.01,0.00
19.58,-0.04,1.01,-0.07,0.03,0.02,0.04,0.02,0.09,-0.01,0.00
19.58,-0.04,1.01,-0.07,0.03,0.02,0.04,0.02,0.09,-0.01,0.00
19.58,-0.04,1.01,-0.07,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.617,-0.04,1.01,-0.07,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.618,-0.04,1.01,-0.07,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.637,-0.04,1.01,-0.08,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.638,-0.04,1.01,-0.07,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.638,-0.04,1.00,-0.07,0.01,0.01,0.03,0.02,0.09,-0.01,0.00
19.657,-0.04,1.00,-0.07,0.01,0.01,0.03,0.02,0.10,-0.02,0.00
19.658,-0.04,1.00,-0.07,0.04,0.01,0.01,0.02,0.10,-0.02,0.00
19.697,-0.04,1.00,-0.07,0.04,0.01,0.01,0.03,0.09,-0.02,0.00
19.698,-0.05,1.01,-0.07,0.04,0.01,0.01,0.03,0.09,-0.02,0.00
19.699,-0.04,1.01,-0.08,0.04,0.01,0.01,0.03,0.09,-0.02,0.00
19.699,-0.04,1.00,-0.07,0.04,0.01,0.01,0.03,0.09,-0.02,0.00
19.7,-0.04,1.00,-0.07,0.01,-0.01,0.04,0.03,0.09,-0.02,0.00
19.736,-0.04,1.00,-0.07,0.01,-0.01,0.04,0.03,0.10,-0.02,0.00
19.737,-0.04,1.00,-0.07,0.01,-0.01,0.05,0.03,0.10,-0.02,0.00
19.755,-0.04,1.00,-0.06,0.01,-0.01,0.05,0.03,0.10,-0.02,0.00
19.756,-0.04,1.01,-0.07,0.01,-0.01,0.05,0.03,0.10,-0.02,0.00
19.756,-0.03,1.01,-0.08,0.01,-0.01,0.05,0.03,0.10,-0.02,0.00
19.781,-0.03,1.01,-0.08,0.05,-0.05,0.07,0.03,0.10,-0.02,0.00
19.782,-0.03,1.01,-0.08,0.05,-0.05,0.07,0.01,0.09,-0.01,0.00
19.815,-0.03,1.01,-0.08,0.07,0.04,0.03,0.01,0.09,-0.01,0.00
19.815,-0.03,1.01,-0.08,0.07,0.04,0.03,0.01,0.09,-0.01,0.00
19.816,-0.03,1.01,-0.07,0.07,0.04,0.03,0.01,0.09,-0.01,0.00
19.816,-0.04,1.00,-0.07,0.07,0.04,0.03,0.01,0.09,-0.01,0.00
19.816,-0.04,1.00,-0.07,0.07,0.04,0.03,0.01,0.09,-0.01,0.00
19.854,-0.04,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.01,0.00
19.854,-0.04,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.01,0.00
19.875,-0.04,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.01,0.00
19.876,-0.05,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.01,0.00
19.877,-0.05,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.01,0.00
19.894,-0.05,1.00,-0.07,0.07,0.03,0.03,0.01,0.09,-0.00,0.00
19.895,-0.05,1.00,-0.07,-0.02,-0.05,0.06,0.01,0.09,-0.00,0.00
19.937,-0.05,1.00,-0.07,-0.02,-0.05,0.06,0.02,0.10,0.00,0.00
19.938,-0.05,1.00,-0.07,-0.02,-0.05,0.06,0.02,0.10,0.00,0.00
19.939,-0.05,1.00,-0.07,-0.02,-0.05,0.06,0.02,0.10,0.00,0.00
19.94,-0.05,1.00,-0.07,-0.02,-0.05,0.06,0.02,0.10,0.00,0.00
19.941,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.02,0.10,0.00,0.00
19.972,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.01,0.10,0.01,0.00
19.973,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.01,0.10,0.01,0.00
19.992,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.01,0.10,0.01,0.00
19.992,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.01,0.10,0.01,0.00
19.993,-0.05,1.00,-0.07,-0.06,-0.02,0.05,0.01,0.10,0.01,0.00
20.013,-0.05,1.00,-0.07,-0.06,-0.05,0.04,0.01,0.10,0.01,0.00
20.014,-0.05,1.00,-0.07,-0.06,-0.05,0.04,-0.00,0.10,0.01,0.00
20.053,-0.05,1.00,-0.07,-0.06,-0.05,0.04,-0.00,0.10,0.01,0.00
20.055,-0.05,1.00,-0.08,-0.06,-0.05,0.04,-0.00,0.10,0.01,0.00
20.056,-0.05,1.00,-0.08,-0.06,-0.05,0.04,-0.00,0.10,0.01,0.00
20.056,-0.05,1.00,-0.07,-0.06,-0.05,0.04,-0.00,0.10,0.01,0.00
20.057,-0.05,1.00,-0.07,-0.10,-0.05,0.02,-0.00,0.10,0.01,0.00
20.091,-0.05,1.00,-0.07,-0.10,-0.05,0.02,-0.00,0.10,0.01,0.00
20.092,-0.05,1.00,-0.07,-0.10,-0.05,0.02,-0.00,0.09,0.01,0.00
20.111,-0.06,1.00,-0.07,-0.10,-0.05,0.02,-0.00,0.09,0.01,0.00
20.112,-0.06,1.01,-0.07,-0.10,-0.05,0.02,-0.00,0.09,0.01,0.00
20.112,-0.06,1.01,-0.07,-0.10,-0.05,0.02,-0.00,0.09,0.01,0.00
20.13,-0.06,1.01,-0.07,-0.10,-0.05,0.02,-0.00,0.10,0.01,0.00
20.131,-0.06,1.01,-0.07,-0.12,0.01,0.01,-0.00,0.10,0.01,0.00
20.17,-0.06,1.01,-0.07,-0.12,0.01,0.01,-0.00,0.10,0.00,0.00
20.172,-0.06,1.01,-0.07,-0.14,0.03,-0.01,-0.00,0.10,0.00,0.00
20.172,-0.06,1.01,-0.08,-0.14,0.03,-0.01,-0.00,0.10,0.00,0.00
20.173,-0.06,1.00,-0.08,-0.14,0.03,-0.01,-0.00,0.10,0.00,0.00
20.174,-0.06,1.00,-0.09,-0.14,0.03,-0.01,-0.00,0.10,0.00,0.00
20.21,-0.06,1.00,-0.09,-0.12,0.02,-0.01,-0.00,0.10,0.00,0.00
20.211,-0.06,1.00,-0.09,-0.12,0.02,-0.01,-0.00,0.09,-0.01,0.00
20.23,-0.06,1.00,-0.08,-0.12,0.02,-0.01,-0.00,0.09,-0.01,0.00
20.231,-0.06,1.00,-0.08,-0.12,0.02,-0.01,-0.00,0.09,-0.01,0.00
20.231,-0.07,1.00,-0.09,-0.12,0.02,-0.01,-0.00,0.09,-0.01,0.00
20.249,-0.07,1.00,-0.09,-0.11,-0.03,-0.07,-0.00,0.09,-0.01,0.00
20.25,-0.07,1.00,-0.09,-0.11,-0.03,-0.07,-0.00,0.08,-0.01,0.00
20.288,-0.07,1.00,-0.09,-0.11,0.01,-0.09,-0.00,0.08,-0.01,0.00
20.289,-0.07,1.00,-0.09,-0.11,0.01,-0.09,0.02,0.06,-0.01,0.00
20.289,-0.06,1.01,-0.09,-0.11,0.01,-0.09,0.02,0.06,-0.01,0.00
20.29,-0.06,1.01,-0.09,-0.11,0.01,-0.09,0.02,0.06,-0.01,0.00
20.29,-0.06,1.00,-0.08,-0.11,0.01,-0.09,0.02,0.06,-0.01,0.00
20.329,-0.06,1.00,-0.08,-0.11,0.01,-0.09,0.03,0.06,-0.02,0.00
20.331,-0.06,1.00,-0.08,-0.10,0.01,-0.07,0.03,0.06,-0.02,0.00
20.348,-0.06,1.00,-0.09,-0.10,0.01,-0.07,0.03,0.06,-0.02,0.00
20.349,-0.06,1.01,-0.09,-0.10,0.01,-0.07,0.03,0.06,-0.02,0.00
20.35,-0.06,1.01,-0.09,-0.10,0.01,-0.07,0.03,0.06,-0.02,0.00
20.368,-0.06,1.01,-0.09,-0.08,0.00,-0.05,0.03,0.06,-0.02,0.00
20.37,-0.06,1.01,-0.09,-0.08,0.00,-0.05,0.01,0.04,-0.02,0.00
20.409,-0.06,1.01,-0.09,-0.08,0.00,-0.05,0.02,0.03,-0.02,0.00
20.41,-0.06,1.01,-0.09,-0.08,0.00,-0.05,0.02,0.03,-0.02,0.00
20.411,-0.06,1.01,-0.09,-0.08,0.00,-0.05,0.02,0.03,-0.02,0.00
20.412,-0.06,1.00,-0.09,-0.08,0.00,-0.05,0.02,0.03,-0.02,0.00
20.412,-0.06,1.00,-0.09,-0.05,0.06,-0.05,0.02,0.03,-0.02,0.00
20.447,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.02,0.03,-0.02,0.00
20.447,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.03,0.03,-0.02,0.00
20.466,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.03,0.03,-0.02,0.00
20.467,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.03,0.03,-0.02,0.00
20.467,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.03,0.03,-0.02,0.00
20.486,-0.06,1.00,-0.09,-0.04,0.05,-0.03,0.04,0.02,-0.02,0.00
20.487,-0.06,1.00,-0.09,-0.06,-0.02,-0.03,0.04,0.02,-0.02,0.00
20.532,-0.06,1.00,-0.09,-0.06,-0.02,-0.03,0.05,0.02,-0.02,0.00
20.533,-0.07,1.01,-0.10,-0.06,-0.02,-0.03,0.05,0.02,-0.02,0.00
20.534,-0.06,1.01,-0.10,-0.06,-0.02,-0.03,0.05,0.02,-0.02,0.00
20.535,-0.06,1.01,-0.10,-0.06,-0.02,-0.03,0.05,0.02,-0.02,0.00
20.536,-0.06,1.01,-0.10,-0.04,0.01,-0.06,0.05,0.02,-0.02,0.00
20.565,-0.06,1.01,-0.10,-0.04,0.01,-0.06,0.05,0.01,-0.03,0.00
20.566,-0.06,1.01,-0.10,-0.03,0.01,-0.04,0.05,0.01,-0.03,0.00
20.585,-0.06,1.00,-0.10,-0.03,0.01,-0.04,0.05,0.01,-0.03,0.00
20.586,-0.06,1.00,-0.10,-0.03,0.01,-0.04,0.05,0.01,-0.03,0.00
20.586,-0.06,1.01,-0.10,-0.03,0.01,-0.04,0.05,0.01,-0.03,0.00
20.604,-0.06,1.01,-0.10,-0.03,0.01,-0.04,0.04,0.01,-0.03,0.00
20.605,-0.06,1.01,-0.10,0.03,0.00,-0.01,0.04,0.01,-0.03,0.00
20.645,-0.06,1.01,-0.10,0.02,0.02,0.01,0.04,0.01,-0.03,0.00
20.646,-0.06,1.01,-0.10,0.02,0.02,0.01,0.03,0.01,-0.04,0.00
20.647,-0.06,1.01,-0.10,0.02,0.02,0.01,0.03,0.01,-0.04,0.00
20.647,-0.06,1.01,-0.09,0.02,0.02,0.01,0.03,0.01,-0.04,0.00
20.648,-0.06,1.00,-0.10,0.02,0.02,0.01,0.03,0.01,-0.04,0.00
20.684,-0.06,1.00,-0.10,0.02,0.02,0.01,0.03,-0.00,-0.04,0.00
20.685,-0.06,1.00,-0.10,0.03,0.02,0.02,0.03,-0.00,-0.04,0.00
20.711,-0.06,1.00,-0.10,0.03,0.02,0.02,0.03,-0.00,-0.04,0.00
20.712,-0.06,1.00,-0.10,0.03,0.02,0.02,0.03,-0.00,-0.04,0.00
20.713,-0.06,1.00,-0.10,0.03,0.02,0.02,0.03,-0.00,-0.04,0.00
20.724,-0.06,1.00,-0.10,0.06,-0.00,0.01,0.03,-0.00,-0.04,0.00
20.726,-0.06,1.00,-0.10,0.06,-0.00,0.01,0.04,-0.02,-0.04,0.00
20.763,-0.06,1.00,-0.10,0.06,-0.00,0.01,0.04,-0.04,-0.04,0.00
20.764,-0.06,1.00,-0.10,0.06,-0.00,0.01,0.04,-0.04,-0.04,0.00
20.765,-0.06,0.99,-0.11,0.06,-0.00,0.01,0.04,-0.04,-0.04,0.00
20.766,-0.05,1.00,-0.10,0.06,-0.00,0.01,0.04,-0.04,-0.04,0.00
20.766,-0.05,1.00,-0.10,0.08,-0.03,-0.04,0.04,-0.04,-0.04,0.00
20.802,-0.05,1.00,-0.10,0.08,-0.03,-0.04,0.01,-0.06,-0.04,0.00
20.803,-0.05,1.00,-0.10,0.09,-0.03,-0.03,0.01,-0.06,-0.04,0.00
20.832,-0.05,1.00,-0.10,0.09,-0.03,-0.03,0.01,-0.06,-0.04,0.00
20.834,-0.06,1.00,-0.10,0.09,-0.03,-0.03,0.01,-0.06,-0.04,0.00
20.834,-0.06,1.00,-0.10,0.09,-0.03,-0.03,0.01,-0.06,-0.04,0.00
20.841,-0.06,1.00,-0.10,0.09,-0.03,-0.03,0.01,-0.08,-0.05,0.00
20.842,-0.06,1.00,-0.10,0.14,-0.05,0.01,0.01,-0.08,-0.05,0.00
20.881,-0.06,1.00,-0.10,0.12,-0.01,0.03,0.01,-0.08,-0.05,0.00
20.882,-0.06,1.00,-0.10,0.12,-0.01,0.03,0.02,-0.06,-0.04,0.00
20.883,-0.05,1.00,-0.10,0.12,-0.01,0.03,0.02,-0.06,-0.04,0.00
20.884,-0.06,0.99,-0.09,0.12,-0.01,0.03,0.02,-0.06,-0.04,0.00
20.884,-0.06,0.99,-0.10,0.12,-0.01,0.03,0.02,-0.06,-0.04,0.00
20.921,-0.06,0.99,-0.10,0.12,-0.01,0.03,0.02,-0.06,-0.04,0.00
20.923,-0.06,0.99,-0.10,0.12,-0.01,0.03,-0.00,-0.04,-0.04,0.00
20.95,-0.06,1.00,-0.11,0.12,-0.01,0.03,-0.00,-0.04,-0.04,0.00
20.951,-0.05,1.01,-0.11,0.12,-0.01,0.03,-0.00,-0.04,-0.04,0.00
20.952,-0.05,1.00,-0.10,0.12,-0.01,0.03,-0.00,-0.04,-0.04,0.00
20.96,-0.05,1.00,-0.10,0.12,-0.01,0.03,-0.01,-0.06,-0.04,0.00
20.961,-0.05,1.00,-0.10,0.12,-0.01,-0.04,-0.01,-0.06,-0.04,0.00
21.0,-0.05,1.00,-0.10,0.12,-0.02,0.01,-0.01,-0.06,-0.04,0.00
21.001,-0.05,1.00,-0.10,0.12,-0.02,0.01,-0.00,-0.06,-0.04,0.00
21.002,-0.06,1.00,-0.10,0.12,-0.02,0.01,-0.00,-0.06,-0.04,0.00
21.003,-0.06,0.99,-0.10,0.12,-0.02,0.01,-0.00,-0.06,-0.04,0.00
21.004,-0.06,1.00,-0.09,0.12,-0.02,0.01,-0.00,-0.06,-0.04,0.00
21.039,-0.06,1.00,-0.09,0.12,-0.02,0.01,-0.00,-0.05,-0.04,0.00
21.041,-0.06,1.00,-0.09,0.12,-0.02,0.00,-0.00,-0.05,-0.04,0.00
21.067,-0.06,1.00,-0.09,0.12,-0.02,0.00,-0.00,-0.05,-0.04,0.00
21.068,-0.06,1.00,-0.10,0.12,-0.02,0.00,-0.00,-0.05,-0.04,0.00
21.068,-0.07,1.00,-0.10,0.12,-0.02,0.00,-0.00,-0.05,-0.04,0.00
21.079,-0.07,1.00,-0.10,0.12,-0.02,0.00,-0.01,-0.03,-0.03,0.00
21.079,-0.07,1.00,-0.10,0.08,-0.00,0.05,-0.01,-0.03,-0.03,0.00
21.119,-0.07,1.00,-0.10,0.08,-0.00,0.05,-0.01,-0.03,-0.03,0.00
21.119,-0.07,1.00,-0.11,0.08,-0.00,0.05,-0.01,-0.03,-0.03,0.00
21.12,-0.07,1.00,-0.11,0.08,-0.00,0.05,-0.01,-0.03,-0.03,0.00
21.121,-0.07,1.00,-0.10,0.08,-0.00,0.05,-0.01,-0.03,-0.03,0.00
21.122,-0.07,1.00,-0.10,0.01,0.01,-0.04,-0.01,-0.03,-0.03,0.00
21.158,-0.07,1.00,-0.10,0.01,0.01,-0.04,-0.02,-0.03,-0.02,0.00
21.159,-0.07,1.00,-0.10,0.02,0.00,-0.04,-0.02,-0.03,-0.02,0.00
21.19,-0.06,1.00,-0.10,0.02,0.00,-0.04,-0.02,-0.03,-0.02,0.00
21.191,-0.06,1.00,-0.10,0.02,0.00,-0.04,-0.02,-0.03,-0.02,0.00
21.191,-0.06,1.00,-0.10,0.02,0.00,-0.04,-0.02,-0.03,-0.02,0.00
21.197,-0.06,1.00,-0.10,0.02,0.00,-0.04,-0.01,-0.03,-0.02,0.00
21.198,-0.06,1.00,-0.10,0.09,0.01,-0.01,-0.01,-0.03,-0.02,0.00
21.236,-0.06,1.00,-0.10,0.08,-0.01,-0.01,-0.01,-0.03,-0.02,0.00
21.237,-0.06,1.00,-0.10,0.08,-0.01,-0.01,-0.02,-0.04,-0.01,0.00
21.237,-0.06,1.00,-0.10,0.08,-0.01,-0.01,-0.02,-0.04,-0.01,0.00
21.237,-0.06,1.00,-0.10,0.08,-0.01,-0.01,-0.02,-0.04,-0.01,0.00
21.238,-0.06,1.00,-0.10,0.08,-0.01,-0.01,-0.02,-0.04,-0.01,0.00
21.276,-0.06,1.00,-0.10,0.07,-0.01,-0.02,-0.02,-0.04,-0.01,0.00
21.277,-0.06,1.00,-0.10,0.07,-0.01,-0.02,-0.01,-0.04,-0.00,0.00
21.296,-0.06,1.00,-0.10,0.07,-0.01,-0.02,-0.01,-0.04,-0.00,0.00
21.297,-0.06,1.01,-0.10,0.07,-0.01,-0.02,-0.01,-0.04,-0.00,0.00
21.297,-0.06,1.00,-0.10,0.07,-0.01,-0.02,-0.01,-0.04,-0.00,0.00
21.315,-0.06,1.00,-0.10,0.08,0.03,0.00,-0.01,-0.04,-0.00,0.00
21.316,-0.06,1.00,-0.10,0.08,0.03,0.00,-0.00,-0.05,0.00,0.00
21.355,-0.06,1.00,-0.10,0.03,0.01,0.00,-0.00,-0.05,0.00,0.00
21.356,-0.06,1.00,-0.10,0.03,0.01,0.00,-0.01,-0.05,0.01,0.00
21.357,-0.07,1.00,-0.10,0.03,0.01,0.00,-0.01,-0.05,0.01,0.00
21.357,-0.06,1.00,-0.10,0.03,0.01,0.00,-0.01,-0.05,0.01,0.00
21.357,-0.06,1.00,-0.09,0.03,0.01,0.00,-0.01,-0.05,0.01,0.00
21.394,-0.06,1.00,-0.09,0.03,0.01,0.00,-0.02,-0.05,0.01,0.00
21.396,-0.06,1.00,-0.09,0.03,0.01,-0.00,-0.02,-0.05,0.01,0.00
21.414,-0.06,1.00,-0.09,0.03,0.01,-0.00,-0.02,-0.05,0.01,0.00
21.415,-0.06,1.00,-0.09,0.03,0.01,-0.00,-0.02,-0.05,0.01,0.00
21.415,-0.06,1.00,-0.09,0.03,0.01,-0.00,-0.02,-0.05,0.01,0.00
21.434,-0.06,1.00,-0.09,0.03,0.01,-0.00,-0.00,-0.05,0.02,0.00
21.435,-0.06,1.00,-0.09,0.03,-0.01,0.07,-0.00,-0.05,0.02,0.00
21.475,-0.06,1.00,-0.09,0.03,-0.01,0.07,0.01,-0.04,0.03,0.00
21.477,-0.06,1.00,-0.08,0.03,-0.01,0.07,0.01,-0.04,0.03,0.00
21.477,-0.06,1.00,-0.08,0.03,-0.01,0.07,0.01,-0.04,0.03,0.00
21.478,-0.05,1.00,-0.09,0.03,-0.01,0.07,0.01,-0.04,0.03,0.00
21.479,-0.05,1.00,-0.09,0.04,0.01,0.10,0.01,-0.04,0.03,0.00
21.513,-0.05,1.00,-0.09,0.02,0.01,0.09,0.01,-0.04,0.03,0.00
21.513,-0.05,1.00,-0.09,0.02,0.01,0.09,-0.01,-0.06,0.05,0.00
21.533,-0.05,1.00,-0.09,0.02,0.01,0.09,-0.01,-0.06,0.05,0.00
21.534,-0.05,1.00,-0.08,0.02,0.01,0.09,-0.01,-0.06,0.05,0.00
21.534,-0.04,1.00,-0.08,0.02,0.01,0.09,-0.01,-0.06,0.05,0.00
21.553,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.01,-0.06,0.05,0.00
21.554,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.02,-0.06,0.06,0.00
21.592,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.00,-0.06,0.07,0.00
21.594,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.00,-0.06,0.07,0.00
21.594,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.00,-0.06,0.07,0.00
21.595,-0.04,1.00,-0.08,0.09,-0.00,0.04,-0.00,-0.06,0.07,0.00
21.596,-0.04,1.00,-0.08,0.12,-0.03,0.09,-0.00,-0.06,0.07,0.00
21.632,-0.04,1.00,-0.08,0.12,-0.03,0.09,0.01,-0.05,0.09,0.00
21.633,-0.04,1.00,-0.08,0.07,-0.03,0.08,0.01,-0.05,0.09,0.00
21.651,-0.04,1.00,-0.08,0.07,-0.03,0.08,0.01,-0.05,0.09,0.00
21.652,-0.05,1.00,-0.08,0.07,-0.03,0.08,0.01,-0.05,0.09,0.00
21.653,-0.05,1.01,-0.08,0.07,-0.03,0.08,0.01,-0.05,0.09,0.00
21.671,-0.05,1.01,-0.08,0.07,-0.03,0.08,0.02,-0.03,0.10,0.00
21.672,-0.05,1.01,-0.08,0.02,-0.01,0.08,0.02,-0.03,0.10,0.00
21.711,-0.05,1.01,-0.08,0.02,-0.01,0.08,0.01,-0.01,0.10,0.00
21.713,-0.04,1.01,-0.08,0.02,-0.01,0.08,0.01,-0.01,0.10,0.00
21.713,-0.04,1.01,-0.09,0.02,-0.01,0.08,0.01,-0.01,0.10,0.00
21.716,-0.04,1.01,-0.09,0.02,-0.01,0.08,0.01,-0.01,0.10,0.00
21.716,-0.04,1.01,-0.09,-0.01,0.04,0.04,0.01,-0.01,0.10,0.00
21.759,-0.04,1.01,-0.09,-0.01,0.04,0.04,0.01,-0.00,0.10,0.00
21.761,-0.04,1.01,-0.09,-0.04,0.03,0.04,0.01,-0.00,0.10,0.00
21.796,-0.05,1.00,-0.09,-0.04,0.03,0.04,0.01,-0.00,0.10,0.00
21.797,-0.05,1.01,-0.09,-0.04,0.03,0.04,0.01,-0.00,0.10,0.00
21.797,-0.04,1.01,-0.09,-0.04,0.03,0.04,0.01,-0.00,0.10,0.00
21.797,-0.04,1.01,-0.09,-0.04,0.03,0.04,0.01,-0.00,0.08,0.00
21.798,-0.04,1.01,-0.09,-0.09,0.03,-0.02,0.01,-0.00,0.08,0.00
21.829,-0.04,1.01,-0.09,-0.07,-0.00,-0.02,0.01,-0.00,0.08,0.00
21.83,-0.04,1.01,-0.09,-0.07,-0.00,-0.02,0.01,0.00,0.07,0.00
21.83,-0.04,1.00,-0.09,-0.07,-0.00,-0.02,0.01,0.00,0.07,0.00
21.831,-0.04,1.00,-0.09,-0.07,-0.00,-0.02,0.01,0.00,0.07,0.00
21.831,-0.04,1.00,-0.10,-0.07,-0.00,-0.02,0.01,0.00,0.07,0.00
21.869,-0.04,1.00,-0.10,-0.07,-0.00,-0.02,0.01,-0.00,0.07,0.00
21.869,-0.04,1.00,-0.10,-0.08,-0.00,-0.02,0.01,-0.00,0.07,0.00
21.889,-0.04,1.00,-0.10,-0.08,-0.00,-0.02,0.01,-0.00,0.07,0.00
21.891,-0.03,1.00,-0.10,-0.08,-0.00,-0.02,0.01,-0.00,0.07,0.00
21.892,-0.03,1.00,-0.10,-0.08,-0.00,-0.02,0.01,-0.00,0.07,0.00
21.909,-0.03,1.00,-0.10,-0.07,-0.01,-0.05,0.01,-0.00,0.07,0.00
21.911,-0.03,1.00,-0.10,-0.07,-0.01,-0.05,0.01,-0.01,0.07,0.00
21.947,-0.03,1.00,-0.10,-0.07,-0.01,-0.05,0.00,-0.02,0.07,0.00
21.948,-0.03,1.00,-0.10,-0.07,-0.01,-0.05,0.00,-0.02,0.07,0.00
21.948,-0.03,1.00,-0.10,-0.07,-0.01,-0.05,0.00,-0.02,0.07,0.00
21.948,-0.03,1.00,-0.09,-0.07,-0.01,-0.05,0.00,-0.02,0.07,0.00
21.949,-0.03,1.00,-0.09,-0.02,-0.02,-0.08,0.00,-0.02,0.07,0.00
21.987,-0.03,1.00,-0.09,-0.04,-0.02,-0.07,0.00,-0.02,0.07,0.00
21.989,-0.03,1.00,-0.09,-0.04,-0.02,-0.07,-0.01,-0.03,0.07,0.00
22.015,-0.03,1.00,-0.09,-0.04,-0.02,-0.07,-0.01,-0.03,0.07,0.00
22.016,-0.03,1.01,-0.10,-0.04,-0.02,-0.07,-0.01,-0.03,0.07,0.00
22.017,-0.03,1.00,-0.10,-0.04,-0.02,-0.07,-0.01,-0.03,0.07,0.00
22.027,-0.03,1.00,-0.10,-0.04,-0.02,-0.07,0.00,-0.03,0.06,0.00
22.028,-0.03,1.00,-0.10,-0.05,0.01,-0.03,0.00,-0.03,0.06,0.00
22.069,-0.03,1.00,-0.10,-0.05,0.01,-0.03,-0.00,-0.02,0.06,0.00
22.07,-0.04,1.00,-0.09,-0.05,0.01,-0.03,-0.00,-0.02,0.06,0.00
22.071,-0.03,1.00,-0.10,-0.05,0.01,-0.03,-0.00,-0.02,0.06,0.00
22.071,-0.03,1.01,-0.10,-0.05,0.01,-0.03,-0.00,-0.02,0.06,0.00
22.071,-0.03,1.01,-0.10,-0.11,-0.02,-0.01,-0.00,-0.02,0.06,0.00
22.106,-0.03,1.01,-0.10,-0.11,-0.02,-0.01,-0.02,-0.03,0.05,0.00
22.107,-0.03,1.01,-0.10,-0.11,-0.02,-0.02,-0.02,-0.03,0.05,0.00
22.125,-0.03,1.02,-0.10,-0.11,-0.02,-0.02,-0.02,-0.03,0.05,0.00
22.126,-0.03,1.01,-0.10,-0.11,-0.02,-0.02,-0.02,-0.03,0.05,0.00
22.127,-0.04,1.00,-0.10,-0.11,-0.02,-0.02,-0.02,-0.03,0.05,0.00
22.145,-0.04,1.00,-0.10,-0.11,-0.02,-0.02,-0.01,-0.02,0.04,0.00
22.146,-0.04,1.00,-0.10,-0.07,0.10,-0.10,-0.01,-0.02,0.04,0.00
22.185,-0.04,1.00,-0.10,-0.14,-0.00,-0.06,-0.01,-0.02,0.04,0.00
22.186,-0.04,1.00,-0.10,-0.14,-0.00,-0.06,-0.00,-0.00,0.02,0.00
22.187,-0.04,1.00,-0.10,-0.14,-0.00,-0.06,-0.00,-0.00,0.02,0.00
