time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
77.69,0.09,1.01,-0.08,0.15,-0.01,0.09,-0.03,0.03,-0.10,0.00
77.729,0.09,1.01,-0.08,0.19,0.07,-0.10,-0.03,0.03,-0.10,0.00
77.729,0.09,1.01,-0.08,0.19,0.07,-0.10,-0.01,-0.01,-0.13,0.00
77.73,0.09,1.02,-0.08,0.19,0.07,-0.10,-0.01,-0.01,-0.13,0.00
77.73,0.07,0.99,-0.09,0.19,0.07,-0.10,-0.01,-0.01,-0.13,0.00
77.73,0.07,0.99,-0.10,0.19,0.07,-0.10,-0.01,-0.01,-0.13,0.00
77.769,0.07,0.99,-0.10,0.23,0.07,-0.12,-0.01,-0.01,-0.13,0.00
77.771,0.07,0.99,-0.10,0.23,0.07,-0.12,-0.05,0.06,-0.11,0.00
77.8,0.04,0.99,-0.07,0.23,0.07,-0.12,-0.05,0.06,-0.11,0.00
77.801,0.03,0.99,-0.05,0.23,0.07,-0.12,-0.05,0.06,-0.11,0.00
77.801,0.08,1.01,-0.06,0.23,0.07,-0.12,-0.05,0.06,-0.11,0.00
77.813,0.08,1.01,-0.06,-0.01,-0.16,-0.16,-0.05,0.06,-0.11,0.00
77.814,0.08,1.01,-0.06,-0.01,-0.16,-0.16,-0.07,0.09,-0.07,0.00
77.847,0.08,1.01,-0.06,0.07,-0.01,0.13,-0.07,0.09,-0.07,0.00
77.847,0.08,1.01,-0.06,0.07,-0.01,0.13,-0.11,0.08,-0.11,0.00
77.848,0.08,1.01,-0.04,0.07,-0.01,0.13,-0.11,0.08,-0.11,0.00
77.848,0.06,1.00,-0.05,0.07,-0.01,0.13,-0.11,0.08,-0.11,0.00
77.849,0.06,1.00,-0.07,0.07,-0.01,0.13,-0.11,0.08,-0.11,0.00
77.888,0.06,1.00,-0.07,0.13,-0.01,0.06,-0.11,0.08,-0.11,0.00
77.889,0.06,1.00,-0.07,0.13,-0.01,0.06,-0.17,0.09,-0.15,0.00
77.907,0.08,1.01,-0.08,0.13,-0.01,0.06,-0.17,0.09,-0.15,0.00
77.908,0.09,1.02,-0.07,0.13,-0.01,0.06,-0.17,0.09,-0.15,0.00
77.909,0.07,1.00,-0.07,0.13,-0.01,0.06,-0.17,0.09,-0.15,0.00
77.935,0.07,1.00,-0.07,0.18,-0.03,-0.18,-0.17,0.09,-0.15,0.00
77.937,0.07,1.00,-0.07,0.18,-0.03,-0.18,-0.20,0.09,-0.15,0.00
77.965,0.07,1.00,-0.07,0.25,-0.04,-0.19,-0.20,0.09,-0.15,0.00
77.965,0.07,1.00,-0.07,0.25,-0.04,-0.19,-0.21,0.07,-0.13,0.00
77.966,0.05,0.99,-0.05,0.25,-0.04,-0.19,-0.21,0.07,-0.13,0.00
77.966,0.02,0.98,-0.03,0.25,-0.04,-0.19,-0.21,0.07,-0.13,0.00
77.966,-0.03,0.99,0.02,0.25,-0.04,-0.19,-0.21,0.07,-0.13,0.00
78.004,-0.03,0.99,0.02,0.25,-0.04,-0.19,-0.09,-0.00,-0.09,0.00
78.005,-0.03,0.99,0.02,0.28,-0.04,-0.22,-0.09,-0.00,-0.09,0.00
78.025,0.01,0.99,-0.02,0.28,-0.04,-0.22,-0.09,-0.00,-0.09,0.00
78.026,0.03,1.02,-0.06,0.28,-0.04,-0.22,-0.09,-0.00,-0.09,0.00
78.027,0.04,1.01,-0.05,0.28,-0.04,-0.22,-0.09,-0.00,-0.09,0.00
78.045,0.04,1.01,-0.05,0.28,-0.04,-0.22,-0.04,-0.03,-0.08,0.00
78.046,0.04,1.01,-0.05,-0.33,-0.19,0.26,-0.04,-0.03,-0.08,0.00
78.084,0.04,1.01,-0.05,-0.33,-0.19,0.26,-0.05,-0.06,-0.10,0.00
78.086,0.04,1.01,-0.05,0.02,0.12,-0.07,-0.05,-0.06,-0.10,0.00
78.087,0.04,1.02,-0.02,0.02,0.12,-0.07,-0.05,-0.06,-0.10,0.00
78.088,0.04,1.02,-0.03,0.02,0.12,-0.07,-0.05,-0.06,-0.10,0.00
78.088,-0.02,0.98,-0.05,0.02,0.12,-0.07,-0.05,-0.06,-0.10,0.00
78.123,-0.02,0.98,-0.05,0.02,0.12,-0.07,-0.02,-0.04,-0.09,0.00
78.124,-0.02,0.98,-0.05,0.06,0.11,-0.08,-0.02,-0.04,-0.09,0.00
78.143,-0.00,0.98,0.01,0.06,0.11,-0.08,-0.02,-0.04,-0.09,0.00
78.144,0.05,1.02,-0.03,0.06,0.11,-0.08,-0.02,-0.04,-0.09,0.00
78.144,0.03,1.02,-0.03,0.06,0.11,-0.08,-0.02,-0.04,-0.09,0.00
78.163,0.03,1.02,-0.03,-0.16,-0.14,0.13,-0.02,-0.04,-0.09,0.00
78.164,0.03,1.02,-0.03,-0.16,-0.14,0.13,0.01,-0.03,-0.07,0.00
78.202,0.03,1.02,-0.03,-0.16,-0.14,0.13,0.07,-0.12,-0.05,0.00
78.202,0.01,1.00,0.01,-0.16,-0.14,0.13,0.07,-0.12,-0.05,0.00
78.203,0.02,1.00,-0.01,-0.16,-0.14,0.13,0.07,-0.12,-0.05,0.00
78.203,0.03,1.02,-0.05,-0.16,-0.14,0.13,0.07,-0.12,-0.05,0.00
78.203,0.03,1.02,-0.05,0.07,0.05,0.19,0.07,-0.12,-0.05,0.00
78.243,0.03,1.02,-0.05,0.08,0.05,0.22,0.07,-0.12,-0.05,0.00
78.244,0.03,1.02,-0.05,0.08,0.05,0.22,0.09,-0.10,-0.03,0.00
78.262,-0.01,0.99,-0.05,0.08,0.05,0.22,0.09,-0.10,-0.03,0.00
78.264,-0.05,0.97,0.01,0.08,0.05,0.22,0.09,-0.10,-0.03,0.00
78.264,0.05,1.00,0.06,0.08,0.05,0.22,0.09,-0.10,-0.03,0.00
78.282,0.05,1.00,0.06,-0.10,-0.05,0.08,0.09,-0.10,-0.03,0.00
78.283,0.05,1.00,0.06,-0.10,-0.05,0.08,0.17,-0.15,0.03,0.00
78.32,0.05,1.00,0.06,0.22,0.01,-0.39,0.17,-0.15,0.03,0.00
78.321,0.05,1.00,0.06,0.22,0.01,-0.39,-0.04,0.03,-0.06,0.00
78.322,0.13,1.05,-0.32,0.22,0.01,-0.39,-0.04,0.03,-0.06,0.00
78.322,-0.02,1.03,0.04,0.22,0.01,-0.39,-0.04,0.03,-0.06,0.00
78.323,-0.02,0.97,0.02,0.22,0.01,-0.39,-0.04,0.03,-0.06,0.00
78.36,-0.02,0.97,0.02,0.24,0.01,-0.39,-0.04,0.03,-0.06,0.00
78.361,-0.02,0.97,0.02,0.24,0.01,-0.39,-0.03,0.01,-0.06,0.00
78.38,-0.02,0.99,-0.05,0.24,0.01,-0.39,-0.03,0.01,-0.06,0.00
78.381,0.02,1.02,-0.03,0.24,0.01,-0.39,-0.03,0.01,-0.06,0.00
78.381,0.02,1.03,-0.05,0.24,0.01,-0.39,-0.03,0.01,-0.06,0.00
78.4,0.02,1.03,-0.05,-0.33,-0.11,0.50,-0.03,0.01,-0.06,0.00
78.401,0.02,1.03,-0.05,-0.33,-0.11,0.50,0.07,-0.11,-0.03,0.00
78.439,0.02,1.03,-0.05,-0.06,0.07,0.07,0.07,-0.11,-0.03,0.00
78.44,0.02,1.03,-0.05,-0.06,0.07,0.07,0.04,-0.14,-0.01,0.00
78.441,-0.01,0.99,-0.04,-0.06,0.07,0.07,0.04,-0.14,-0.01,0.00
78.441,0.04,1.00,-0.02,-0.06,0.07,0.07,0.04,-0.14,-0.01,0.00
78.441,0.08,1.03,-0.03,-0.06,0.07,0.07,0.04,-0.14,-0.01,0.00
78.48,0.08,1.03,-0.03,-0.06,0.07,0.07,0.04,-0.12,-0.05,0.00
78.482,0.08,1.03,-0.03,-0.04,0.06,0.08,0.04,-0.12,-0.05,0.00
78.499,0.04,1.04,-0.05,-0.04,0.06,0.08,0.04,-0.12,-0.05,0.00
78.501,-0.01,1.01,-0.06,-0.04,0.06,0.08,0.04,-0.12,-0.05,0.00
78.501,-0.06,0.99,-0.05,-0.04,0.06,0.08,0.04,-0.12,-0.05,0.00
78.519,-0.06,0.99,-0.05,-0.04,0.06,0.08,0.01,-0.15,-0.06,0.00
78.521,-0.06,0.99,-0.05,0.39,0.14,0.16,0.01,-0.15,-0.06,0.00
78.565,-0.06,0.99,-0.05,-0.43,-0.19,-0.21,0.01,-0.15,-0.06,0.00
78.566,-0.06,0.99,-0.05,-0.43,-0.19,-0.21,-0.07,-0.03,0.04,0.00
78.567,-0.02,0.97,-0.10,-0.43,-0.19,-0.21,-0.07,-0.03,0.04,0.00
78.568,-0.00,1.01,-0.07,-0.43,-0.19,-0.21,-0.07,-0.03,0.04,0.00
78.569,-0.00,0.99,-0.03,-0.43,-0.19,-0.21,-0.07,-0.03,0.04,0.00
78.608,-0.00,0.99,-0.03,-0.43,-0.19,-0.21,-0.12,0.03,0.05,0.00
78.609,-0.00,0.99,-0.03,-0.44,-0.19,-0.25,-0.12,0.03,0.05,0.00
78.617,0.04,1.02,-0.14,-0.44,-0.19,-0.25,-0.12,0.03,0.05,0.00
78.618,0.00,0.99,0.09,-0.44,-0.19,-0.25,-0.12,0.03,0.05,0.00
78.618,-0.01,0.99,-0.01,-0.44,-0.19,-0.25,-0.12,0.03,0.05,0.00
78.637,-0.01,0.99,-0.01,-0.44,-0.19,-0.25,-0.07,-0.01,0.02,0.00
78.638,-0.01,0.99,-0.01,-0.03,0.01,-0.35,-0.07,-0.01,0.02,0.00
78.681,-0.01,0.99,-0.01,-0.03,0.01,-0.35,0.03,-0.02,0.03,0.00
78.683,0.05,1.01,-0.03,-0.03,0.01,-0.35,0.03,-0.02,0.03,0.00
78.684,0.03,1.00,-0.03,-0.03,0.01,-0.35,0.03,-0.02,0.03,0.00
78.685,-0.01,1.01,-0.04,-0.03,0.01,-0.35,0.03,-0.02,0.03,0.00
78.685,-0.01,1.01,-0.04,0.02,-0.08,0.58,0.03,-0.02,0.03,0.00
78.718,-0.01,1.01,-0.04,0.02,-0.08,0.58,0.02,-0.00,0.04,0.00
78.719,-0.01,1.01,-0.04,0.01,-0.08,0.58,0.02,-0.00,0.04,0.00
78.736,0.02,1.01,-0.03,0.01,-0.08,0.58,0.02,-0.00,0.04,0.00
78.737,0.02,1.00,-0.04,0.01,-0.08,0.58,0.02,-0.00,0.04,0.00
78.737,0.01,1.00,-0.04,0.01,-0.08,0.58,0.02,-0.00,0.04,0.00
78.756,0.01,1.00,-0.04,-0.05,0.02,0.07,0.02,-0.00,0.04,0.00
78.757,0.01,1.00,-0.04,-0.05,0.02,0.07,0.01,-0.02,0.04,0.00
78.795,0.01,1.00,-0.04,-0.05,0.02,0.07,-0.01,-0.02,0.05,0.00
78.796,0.01,1.01,-0.04,-0.05,0.02,0.07,-0.01,-0.02,0.05,0.00
78.796,0.02,1.00,-0.04,-0.05,0.02,0.07,-0.01,-0.02,0.05,0.00
78.796,0.03,1.01,-0.03,-0.05,0.02,0.07,-0.01,-0.02,0.05,0.00
78.797,0.03,1.01,-0.03,-0.08,-0.03,-0.02,-0.01,-0.02,0.05,0.00
78.834,0.03,1.01,-0.03,-0.09,-0.03,-0.02,-0.01,-0.02,0.05,0.00
78.835,0.03,1.01,-0.03,-0.09,-0.03,-0.02,-0.01,-0.02,0.03,0.00
78.854,0.05,1.01,-0.03,-0.09,-0.03,-0.02,-0.01,-0.02,0.03,0.00
78.854,0.04,1.00,-0.04,-0.09,-0.03,-0.02,-0.01,-0.02,0.03,0.00
78.855,0.03,1.01,-0.05,-0.09,-0.03,-0.02,-0.01,-0.02,0.03,0.00
78.875,0.03,1.01,-0.05,0.11,0.01,0.04,-0.01,-0.02,0.03,0.00
78.876,0.03,1.01,-0.05,0.11,0.01,0.04,-0.02,0.04,-0.00,0.00
78.913,0.03,1.01,-0.05,0.11,0.01,0.04,-0.02,0.08,-0.00,0.00
78.915,0.02,1.00,-0.02,0.11,0.01,0.04,-0.02,0.08,-0.00,0.00
78.915,-0.01,1.00,-0.04,0.11,0.01,0.04,-0.02,0.08,-0.00,0.00
78.915,-0.08,0.97,-0.02,0.11,0.01,0.04,-0.02,0.08,-0.00,0.00
78.916,-0.08,0.97,-0.02,0.08,-0.03,0.02,-0.02,0.08,-0.00,0.00
78.953,-0.08,0.97,-0.02,0.04,-0.02,0.04,-0.02,0.08,-0.00,0.00
78.954,-0.08,0.97,-0.02,0.04,-0.02,0.04,0.04,0.00,0.10,0.00
78.973,0.00,0.99,0.02,0.04,-0.02,0.04,0.04,0.00,0.10,0.00
78.974,0.03,1.01,-0.05,0.04,-0.02,0.04,0.04,0.00,0.10,0.00
78.974,0.03,1.02,-0.08,0.04,-0.02,0.04,0.04,0.00,0.10,0.00
78.993,0.03,1.02,-0.08,0.04,-0.02,0.04,0.10,-0.11,0.12,0.00
78.995,0.03,1.02,-0.08,-0.57,-0.22,0.28,0.10,-0.11,0.12,0.00
79.032,0.03,1.02,-0.08,-0.57,-0.22,0.28,0.04,-0.17,0.09,0.00
79.033,0.04,1.02,-0.06,-0.57,-0.22,0.28,0.04,-0.17,0.09,0.00
79.034,0.02,1.00,-0.06,-0.57,-0.22,0.28,0.04,-0.17,0.09,0.00
79.034,0.02,1.01,-0.04,-0.57,-0.22,0.28,0.04,-0.17,0.09,0.00
79.035,0.02,1.01,-0.04,-0.02,0.10,-0.17,0.04,-0.17,0.09,0.00
79.071,0.02,1.01,-0.04,-0.02,0.10,-0.17,0.02,-0.20,0.12,0.00
79.072,0.02,1.01,-0.04,-0.06,0.10,-0.16,0.02,-0.20,0.12,0.00
79.091,0.03,1.01,-0.05,-0.06,0.10,-0.16,0.02,-0.20,0.12,0.00
79.092,0.02,1.00,-0.05,-0.06,0.10,-0.16,0.02,-0.20,0.12,0.00
79.092,0.02,1.00,-0.04,-0.06,0.10,-0.16,0.02,-0.20,0.12,0.00
79.111,0.02,1.00,-0.04,-0.06,0.10,-0.16,0.02,-0.21,0.14,0.00
79.112,0.02,1.00,-0.04,-0.18,0.01,-0.02,0.02,-0.21,0.14,0.00
79.151,0.02,1.00,-0.04,-0.18,0.01,-0.02,0.03,-0.20,0.14,0.00
79.152,0.05,1.01,-0.04,-0.18,0.01,-0.02,0.03,-0.20,0.14,0.00
79.153,0.07,1.01,-0.03,-0.18,0.01,-0.02,0.03,-0.20,0.14,0.00
79.153,0.06,1.01,-0.03,-0.18,0.01,-0.02,0.03,-0.20,0.14,0.00
79.154,0.06,1.01,-0.03,-0.15,-0.04,0.06,0.03,-0.20,0.14,0.00
79.19,0.06,1.01,-0.03,-0.19,-0.03,0.09,0.03,-0.20,0.14,0.00
79.191,0.06,1.01,-0.03,-0.19,-0.03,0.09,0.07,-0.18,0.11,0.00
79.21,0.05,0.99,-0.03,-0.19,-0.03,0.09,0.07,-0.18,0.11,0.00
79.21,0.06,1.00,-0.05,-0.19,-0.03,0.09,0.07,-0.18,0.11,0.00
79.211,0.07,1.02,-0.06,-0.19,-0.03,0.09,0.07,-0.18,0.11,0.00
79.229,0.07,1.02,-0.06,-0.19,-0.03,0.09,0.07,-0.10,0.12,0.00
79.23,0.07,1.02,-0.06,0.06,-0.00,0.26,0.07,-0.10,0.12,0.00
79.269,0.07,1.02,-0.06,0.06,-0.00,0.26,0.07,-0.11,0.10,0.00
79.27,0.07,1.02,-0.06,0.09,0.04,0.07,0.07,-0.11,0.10,0.00
79.27,0.07,1.01,-0.05,0.09,0.04,0.07,0.07,-0.11,0.10,0.00
79.271,0.06,1.00,-0.05,0.09,0.04,0.07,0.07,-0.11,0.10,0.00
79.271,0.07,1.00,-0.06,0.09,0.04,0.07,0.07,-0.11,0.10,0.00
79.308,0.07,1.00,-0.06,0.09,0.04,0.07,0.07,-0.09,0.09,0.00
79.309,0.07,1.00,-0.06,0.05,0.04,0.09,0.07,-0.09,0.09,0.00
79.328,0.08,1.01,-0.07,0.05,0.04,0.09,0.07,-0.09,0.09,0.00
79.329,0.08,1.01,-0.06,0.05,0.04,0.09,0.07,-0.09,0.09,0.00
79.329,0.07,1.01,-0.06,0.05,0.04,0.09,0.07,-0.09,0.09,0.00
79.356,0.07,1.01,-0.06,0.05,-0.01,0.01,0.07,-0.09,0.09,0.00
79.357,0.07,1.01,-0.06,0.05,-0.01,0.01,0.05,-0.09,0.06,0.00
79.389,0.07,1.01,-0.06,0.09,0.02,-0.03,0.05,-0.09,0.06,0.00
79.39,0.07,1.01,-0.06,0.09,0.02,-0.03,0.03,-0.07,0.04,0.00
79.391,0.07,1.00,-0.08,0.09,0.02,-0.03,0.03,-0.07,0.04,0.00
79.391,0.08,1.01,-0.08,0.09,0.02,-0.03,0.03,-0.07,0.04,0.00
79.391,0.08,1.01,-0.07,0.09,0.02,-0.03,0.03,-0.07,0.04,0.00
79.428,0.08,1.01,-0.07,0.08,0.03,-0.02,0.03,-0.07,0.04,0.00
79.429,0.08,1.01,-0.07,0.08,0.03,-0.02,0.02,-0.06,0.03,0.00
79.45,0.06,1.00,-0.05,0.08,0.03,-0.02,0.02,-0.06,0.03,0.00
79.451,0.07,1.00,-0.05,0.08,0.03,-0.02,0.02,-0.06,0.03,0.00
79.452,0.08,1.01,-0.06,0.08,0.03,-0.02,0.02,-0.06,0.03,0.00
79.467,0.08,1.01,-0.06,0.08,0.03,-0.02,0.04,-0.07,0.02,0.00
79.469,0.08,1.01,-0.06,0.07,0.02,-0.00,0.04,-0.07,0.02,0.00
79.511,0.08,1.01,-0.06,0.07,0.02,-0.00,0.03,-0.08,0.02,0.00
79.513,0.07,1.01,-0.07,0.07,0.02,-0.00,0.03,-0.08,0.02,0.00
79.514,0.05,1.00,-0.07,0.07,0.02,-0.00,0.03,-0.08,0.02,0.00
79.514,0.06,0.98,-0.07,0.07,0.02,-0.00,0.03,-0.08,0.02,0.00
79.515,0.06,0.98,-0.07,0.02,0.01,0.05,0.03,-0.08,0.02,0.00
79.545,0.06,0.98,-0.07,0.02,0.01,0.06,0.03,-0.08,0.02,0.00
79.546,0.06,0.98,-0.07,0.02,0.01,0.06,0.05,-0.08,0.02,0.00
79.565,0.08,1.02,-0.05,0.02,0.01,0.06,0.05,-0.08,0.02,0.00
79.566,0.09,1.00,-0.07,0.02,0.01,0.06,0.05,-0.08,0.02,0.00
79.566,0.08,0.99,-0.07,0.02,0.01,0.06,0.05,-0.08,0.02,0.00
79.585,0.08,0.99,-0.07,0.02,0.01,0.06,0.04,-0.05,-0.00,0.00
79.585,0.08,0.99,-0.07,-0.04,-0.01,0.07,0.04,-0.05,-0.00,0.00
79.624,0.08,0.99,-0.07,0.10,-0.05,0.06,0.04,-0.05,-0.00,0.00
79.625,0.08,0.99,-0.07,0.10,-0.05,0.06,0.04,-0.01,-0.01,0.00
79.626,0.07,1.00,-0.05,0.10,-0.05,0.06,0.04,-0.01,-0.01,0.00
79.626,0.07,1.00,-0.06,0.10,-0.05,0.06,0.04,-0.01,-0.01,0.00
79.626,0.07,1.01,-0.06,0.10,-0.05,0.06,0.04,-0.01,-0.01,0.00
79.664,0.07,1.01,-0.06,0.10,-0.05,0.06,0.09,0.02,-0.00,0.00
79.665,0.07,1.01,-0.06,0.09,-0.04,0.08,0.09,0.02,-0.00,0.00
79.683,0.08,0.98,-0.07,0.09,-0.04,0.08,0.09,0.02,-0.00,0.00
79.684,0.08,0.98,-0.07,0.09,-0.04,0.08,0.09,0.02,-0.00,0.00
79.684,0.09,1.03,-0.07,0.09,-0.04,0.08,0.09,0.02,-0.00,0.00
79.703,0.09,1.03,-0.07,0.09,-0.04,0.08,0.12,0.05,0.00,0.00
79.704,0.09,1.03,-0.07,-0.01,-0.03,0.13,0.12,0.05,0.00,0.00
79.743,0.09,1.03,-0.07,0.11,0.00,0.03,0.12,0.05,0.00,0.00
79.745,0.09,1.03,-0.07,0.11,0.00,0.03,0.09,0.06,-0.01,0.00
79.746,0.08,0.99,-0.09,0.11,0.00,0.03,0.09,0.06,-0.01,0.00
79.746,0.08,1.00,-0.08,0.11,0.00,0.03,0.09,0.06,-0.01,0.00
79.747,0.08,1.02,-0.10,0.11,0.00,0.03,0.09,0.06,-0.01,0.00
79.793,0.08,1.02,-0.10,0.11,0.00,0.03,0.09,0.06,-0.01,0.00
79.794,0.08,1.02,-0.10,0.11,0.00,0.03,0.04,0.06,-0.02,0.00
79.821,0.08,1.01,-0.12,0.11,0.00,0.03,0.04,0.06,-0.02,0.00
79.822,0.07,1.01,-0.10,0.11,0.00,0.03,0.04,0.06,-0.02,0.00
79.822,0.06,0.99,-0.08,0.11,0.00,0.03,0.04,0.06,-0.02,0.00
79.823,0.06,0.99,-0.08,0.07,0.08,-0.21,0.04,0.06,-0.02,0.00
79.823,0.06,0.99,-0.08,0.07,0.08,-0.21,-0.01,0.07,-0.03,0.00
79.861,0.06,0.99,-0.08,-0.14,-0.03,-0.06,-0.01,0.07,-0.03,0.00
79.862,0.06,0.99,-0.08,-0.14,-0.03,-0.06,0.01,0.06,-0.01,0.00
79.863,0.04,0.99,-0.07,-0.14,-0.03,-0.06,0.01,0.06,-0.01,0.00
79.863,0.06,1.00,-0.08,-0.14,-0.03,-0.06,0.01,0.06,-0.01,0.00
79.864,0.06,1.00,-0.08,-0.14,-0.03,-0.06,0.01,0.06,-0.01,0.00
79.907,0.06,1.00,-0.08,-0.14,-0.03,-0.06,0.03,0.04,0.01,0.00
79.908,0.06,1.00,-0.08,-0.14,-0.03,-0.05,0.03,0.04,0.01,0.00
79.953,0.06,1.00,-0.09,-0.14,-0.03,-0.05,0.03,0.04,0.01,0.00
79.954,0.07,1.01,-0.09,-0.14,-0.03,-0.05,0.03,0.04,0.01,0.00
79.955,0.08,1.01,-0.09,-0.14,-0.03,-0.05,0.03,0.04,0.01,0.00
79.955,0.08,1.01,-0.09,-0.14,-0.03,-0.05,0.02,0.01,0.02,0.00
79.955,0.08,1.01,-0.09,-0.12,-0.02,-0.01,0.02,0.01,0.02,0.00
79.98,0.08,1.01,-0.09,0.02,0.02,-0.01,0.02,0.01,0.02,0.00
79.981,0.08,1.01,-0.09,0.02,0.02,-0.01,0.02,0.03,0.01,0.00
79.981,0.08,0.99,-0.07,0.02,0.02,-0.01,0.02,0.03,0.01,0.00
79.983,0.07,1.00,-0.08,0.02,0.02,-0.01,0.02,0.03,0.01,0.00
79.983,0.08,1.00,-0.10,0.02,0.02,-0.01,0.02,0.03,0.01,0.00
80.02,0.08,1.00,-0.10,0.02,0.02,-0.01,0.02,0.04,0.00,0.00
80.021,0.08,1.00,-0.10,0.02,0.02,-0.00,0.02,0.04,0.00,0.00
80.041,0.07,1.00,-0.10,0.02,0.02,-0.00,0.02,0.04,0.00,0.00
80.042,0.07,1.01,-0.09,0.02,0.02,-0.00,0.02,0.04,0.00,0.00
80.043,0.07,1.00,-0.09,0.02,0.02,-0.00,0.02,0.04,0.00,0.00
80.06,0.07,1.00,-0.09,0.02,0.02,-0.00,-0.01,0.03,-0.01,0.00
80.062,0.07,1.00,-0.09,-0.01,-0.00,-0.08,-0.01,0.03,-0.01,0.00
80.098,0.07,1.00,-0.09,-0.01,-0.00,-0.08,-0.01,0.01,-0.00,0.00
80.099,0.06,1.00,-0.08,-0.01,-0.00,-0.08,-0.01,0.01,-0.00,0.00
80.099,0.07,1.00,-0.09,-0.01,-0.00,-0.08,-0.01,0.01,-0.00,0.00
80.1,0.07,1.00,-0.08,-0.01,-0.00,-0.08,-0.01,0.01,-0.00,0.00
80.1,0.07,1.00,-0.08,-0.06,-0.00,-0.06,-0.01,0.01,-0.00,0.00
80.138,0.07,1.00,-0.08,-0.06,-0.00,-0.06,-0.01,0.01,-0.00,0.00
80.139,0.07,1.00,-0.08,-0.06,-0.00,-0.06,-0.01,-0.01,0.01,0.00
80.158,0.08,1.01,-0.09,-0.06,-0.00,-0.06,-0.01,-0.01,0.01,0.00
80.159,0.09,1.03,-0.11,-0.06,-0.00,-0.06,-0.01,-0.01,0.01,0.00
80.16,0.08,1.01,-0.09,-0.06,-0.00,-0.06,-0.01,-0.01,0.01,0.00
80.191,0.08,1.01,-0.09,0.01,-0.00,-0.02,-0.01,-0.01,0.01,0.00
80.192,0.08,1.01,-0.09,0.01,-0.00,-0.02,-0.00,-0.01,0.00,0.00
80.23,0.08,1.01,-0.09,0.08,0.06,0.01,-0.00,-0.01,0.00,0.00
80.23,0.08,1.01,-0.09,0.08,0.06,0.01,0.02,0.01,-0.01,0.00
80.231,0.08,0.99,-0.06,0.08,0.06,0.01,0.02,0.01,-0.01,0.00
80.231,0.06,1.00,-0.08,0.08,0.06,0.01,0.02,0.01,-0.01,0.00
80.231,0.07,1.00,-0.08,0.08,0.06,0.01,0.02,0.01,-0.01,0.00
80.257,0.07,1.00,-0.08,0.07,0.05,0.02,0.02,0.01,-0.01,0.00
80.258,0.07,1.00,-0.08,0.07,0.05,0.02,0.03,0.01,-0.00,0.00
80.277,0.07,1.00,-0.08,0.07,0.05,0.02,0.03,0.01,-0.00,0.00
80.278,0.06,1.00,-0.08,0.07,0.05,0.02,0.03,0.01,-0.00,0.00
80.279,0.07,1.00,-0.10,0.07,0.05,0.02,0.03,0.01,-0.00,0.00
80.296,0.07,1.00,-0.10,-0.08,-0.02,0.08,0.03,0.01,-0.00,0.00
80.298,0.07,1.00,-0.10,-0.08,-0.02,0.08,0.03,0.00,0.01,0.00
80.34,0.07,1.00,-0.10,-0.04,-0.01,-0.14,0.03,0.00,0.01,0.00
80.342,0.07,1.00,-0.10,-0.04,-0.01,-0.14,-0.02,0.01,0.01,0.00
80.342,0.07,1.00,-0.13,-0.04,-0.01,-0.14,-0.02,0.01,0.01,0.00
80.343,0.06,0.99,-0.10,-0.04,-0.01,-0.14,-0.02,0.01,0.01,0.00
80.344,0.06,0.99,-0.08,-0.04,-0.01,-0.14,-0.02,0.01,0.01,0.00
80.379,0.06,0.99,-0.08,-0.04,-0.01,-0.13,-0.02,0.01,0.01,0.00
80.38,0.06,0.99,-0.08,-0.04,-0.01,-0.13,-0.03,0.04,0.00,0.00
80.396,0.07,1.00,-0.09,-0.04,-0.01,-0.13,-0.03,0.04,0.00,0.00
80.397,0.07,1.00,-0.12,-0.04,-0.01,-0.13,-0.03,0.04,0.00,0.00
80.397,0.08,1.00,-0.11,-0.04,-0.01,-0.13,-0.03,0.04,0.00,0.00
80.415,0.08,1.00,-0.11,-0.10,-0.06,-0.05,-0.03,0.04,0.00,0.00
80.416,0.08,1.00,-0.11,-0.10,-0.06,-0.05,-0.07,0.00,0.01,0.00
80.454,0.08,1.00,-0.11,-0.10,-0.06,-0.05,-0.06,-0.01,0.01,0.00
80.454,0.08,1.01,-0.08,-0.10,-0.06,-0.05,-0.06,-0.01,0.01,0.00
80.455,0.08,1.02,-0.07,-0.10,-0.06,-0.05,-0.06,-0.01,0.01,0.00
80.455,0.08,1.00,-0.08,-0.10,-0.06,-0.05,-0.06,-0.01,0.01,0.00
80.456,0.08,1.00,-0.08,0.06,0.03,-0.17,-0.06,-0.01,0.01,0.00
80.493,0.08,1.00,-0.08,0.06,0.03,-0.17,-0.02,0.00,0.01,0.00
80.494,0.08,1.00,-0.08,0.05,0.02,-0.16,-0.02,0.00,0.01,0.00
80.513,0.07,1.00,-0.08,0.05,0.02,-0.16,-0.02,0.00,0.01,0.00
80.514,0.08,1.00,-0.07,0.05,0.02,-0.16,-0.02,0.00,0.01,0.00
80.515,0.07,1.00,-0.09,0.05,0.02,-0.16,-0.02,0.00,0.01,0.00
80.533,0.07,1.00,-0.09,0.03,0.01,0.11,-0.02,0.00,0.01,0.00
80.534,0.07,1.00,-0.09,0.03,0.01,0.11,-0.01,0.00,0.01,0.00
80.573,0.07,1.00,-0.09,-0.03,0.00,-0.07,-0.01,0.00,0.01,0.00
80.574,0.07,1.00,-0.09,-0.03,0.00,-0.07,-0.05,-0.01,0.02,0.00
